DatGeracaoConjuntoDados;SigAgenteFiscalizador;NumAutoInfracao;DatLavraturaAutoInfracao;NomNaturezaFiscalizacao;DscObjetoFiscalizado;CodObjetoFiscalizado;NomAgenteFiscalizado;NumCPFCNPJAgenteFiscalizado;NumProcessoPunitivo;NumProcessoPunitivoANEEL;DatRecebimentoAutoInfracao;DscTipoPenalidade;VlrPenalidade;DtRecebimentoRecurso;DatDecisaoJuizo;DscDecisaoCompletaJuizo;DscAtoJuizo;VlrMultaAposJuizo;DatDecisaoDiretoria;DscDecisaoCompletaDiretoria;DscAtoDiretoria;VlrMultaAposDiretoria;NumTermoEncerramento;DatLavraturaTE;DscEnquadramentoAI;NumTermoNotificacao;NumProcessoFiscalizacao
01/10/2023;AGR;0002/2019-AGR-SFG;15/02/2019;1.01.01 - Procedimento da Fase Pré-Obras; Muçungo-PCH; PCH.PH.GO.028786-5.01;Construtora Lja Ltda.;1560379000157;200800029000424;;25/02/2019; Multa;30356,55;01/03/2019;;;;;;;;;;; Multa do Grupo III Art. 6º;1005/2018-AGR-SFG;2,008E+14
01/10/2023;ARCE;0002/2019-ARCE-SFE;08/04/2019;Teleatendimento;Não se aplica;Não se aplica;Cia. Energética do Ceará - ENEL CE;7047251000170;PCEE/CEE/0002/19;;09/04/2019; Multa;5181131,82;22/04/2019;;;;;17/09/2020;Recurso acatado parcialmente;;3793041,31;;; Multa do Grupo III Art. 6º;1003/2018-ARCE-SFE;PCEE/CEE/0036/18
01/10/2023;ARSESP;0002/2019-ARSESP-SFE;13/03/2019;Indicadores de Continuidade;Não se aplica;Não se aplica;ENERGISA Sul-Sudeste - Distribuidora de Energia S/A - ESS;7282377000120;ARSESP-3042-2018;;20/03/2019; Advertência / Multa;546585,17;01/04/2019;;;;;08/07/2020;Recurso acatado parcialmente;;364243,43;;; Multa do Grupo III Art. 6º;1007/2018-ARSESP-SFE;ARSESP-3042-2018
01/10/2023;ARSESP;0002/2019-ARSESP-SFG;29/11/2019;1.02.05 - Procedimento Segurança de Barragens; Batista-PCH; PCH.PH.SP.028187-5.01;Alteso Geração e Comercialização de Energia Ltda.;22397150000113;ARSESPELE30232019;;29/11/2019; Multa;48131,72;;;;;;;;;;;; Multa do Grupo II Art. 5º / Multa do Grupo III Art. 6º;0026/2019-ARSESP-SFG;ARSESPELE30232019
01/10/2023;ANEEL;0002/2019-SFE;30/01/2019;Ocorrências/Perturbações;Não se aplica;Não se aplica;Belo Monte Transmissora de Energia Spe S/A - BMTE;20223016000170;48500002290201800;;06/02/2019; Multa;6183943,86;19/02/2019;25/03/2019;Decisão anterior mantida;;6183943,86;22/11/2019;Decisão anterior mantida;4,8575E+16;6183943,86;0012/2019-SFE;19/12/2019; Multa do Grupo III Art. 6º;1026/2018-SFE;4,85E+16
01/10/2023;ANEEL;0002/2019-SFG;17/04/2019;1.02.03 - Procedimento Desempenho de PCHs e UHEs não despachadas; Coronel Américo Teixeira-PCH; PCH.PH.MG.000836-2.02;Horizonte Têxtil Ltda.;492142000113;48500000623201900;;26/04/2019; Multa;84002,02;06/05/2019;24/05/2019;Decisão anterior mantida;4,8532E+16;84002,02;11/02/2020;Decisão anterior mantida;4,8575E+16;84002,02;;; Multa do Grupo IV Art. 7º;0001/2019-SFG;4,85E+16
01/10/2023;AGER/ MT;0002/2020-AGER/ MT-SFE;30/03/2020;Indicadores de Continuidade;Não se aplica;Não se aplica;ENERGISA Mato Grosso - Distribuidora de Energia S/A - EMT;3467321000199;298605/2019;;01/04/2020; Advertência / Multa;2046363,56;;;;;;;;;;;; Advertência Art. 3º / Multa do Grupo I Art. 4º / Multa do Grupo III Art. 6º;0004/2019-AGER/ MT-SFE;298605/2019
01/10/2023;AGERGS;0002/2020-AGERGS-SFE;02/07/2020;Indicadores de Continuidade;Não se aplica;Não se aplica;RGE Sul Distribuidora de Energia S/A - RGE Sul;2016440000162;000008-39.00/20-9;;03/07/2020; Multa;40164063,38;15/07/2020;14/08/2020;Recurso acatado parcialmente;;36522521,63;03/09/2020;Recurso acatado parcialmente;;36522521,63;;; Multa do Grupo III Art. 6º;0001/2020-AGERGS-SFE;000008-39.00/20-9
01/10/2023;AGERGS;0002/2020-AGERGS-SFG;23/03/2020;1.02.05 - Procedimento Segurança de Barragens; Linha Emília-PCH; PCH.PH.RS.027876-9.01;Linha Emília Energética S/A;4502673000109;000252-39.00/20-8;;28/04/2020; Multa;31196,74;13/05/2020;;;;;;;;;0003/2020-AGERGS-SFG;30/09/2020; Multa do Grupo III Art. 6º;0019/2019-AGERGS-SFG;000215-39.00/02-0
01/10/2023;AGR;0002/2020-AGR-SFG;22/12/2020;1.02.05 - Procedimento Segurança de Barragens; Santo Antônio do Caiapó-PCH; PCH.PH.GO.029119-6.01;RIALMA Companhia Energética IV S/A;12459354000188;202000029003465;;16/10/2020; Multa;177785,06;03/11/2020;;;;;;Decisão anterior mantida;;177785,06;;; Multa do Grupo IV (REN 846/2019) Art. 12;0002/2020-AGR-SFG;2,02E+14
01/10/2023;ARCE;0002/2020-ARCE-SFE;03/06/2020;Indicadores de Continuidade;Não se aplica;Não se aplica;Cia. Energética do Ceará - ENEL CE;7047251000170;PVIR.CEE.005.2020;;05/06/2020; Multa;26019274,99;18/06/2020;;;;;20/05/2021;Recurso acatado parcialmente;PR/CEE/0011/2020 ;22139181,58;0001/2022-ARCE-SFE;26/05/2022; Multa do Grupo III Art. 6º;0001/2020-ARCE-SFE;PCEE/CEE/0002/20
01/10/2023;ARCE;0002/2020-ARCE-SFG;25/06/2020;1.02.02 - Procedimento Desempenho UTE Tipo I e II A; Maracanaú I-UTE; UTE.PE.CE.029654-6.01;MARACANAÚ Geradora de Energia S/A;9047261000131;PVIR/CEE/001/2020;;29/06/2020; Multa;1161677,14;09/07/2020;23/11/2020;Decisão anterior mantida / Recurso acatado parcialmente;;838989,05;13/05/2021;Decisão anterior mantida / Recurso acatado parcialmente;;1161677,14;;; Multa do Grupo III Art. 6º;0001/2020-ARCE-SFG;PCEE/CEE/001/2020
01/10/2023;ARSESP;0002/2020-ARSESP-SFG;04/03/2020;1.02.03 - Procedimento Desempenho de PCHs e UHEs não despachadas; São José-PCH; PCH.PH.SP.028823-3.01;AES Tietê Energia S/A;4128563000110;ARSESPELE30602017;;19/03/2020; Multa;21883,36;;;;;;;;;;;; Multa do Grupo III Art. 6º;1008/2018-ARSESP-SFG;ARSESPELE30602017
01/10/2023;ANEEL;0002/2020-SFE;23/01/2020;Técnica;Não se aplica;Não se aplica;Centrais Elétricas do Pará S/A - CELPA - CELPA;4895728000180;48500004435201900;;24/01/2020; Multa;2156657,2;05/02/2020;;;;;08/09/2020;Decisão anterior mantida;4,8575E+16;2156657,2;0023/2020-SFE;01/10/2020; Multa do Grupo II Art. 5º / Multa do Grupo III Art. 6º;0023/2019-SFE;4,85E+16
01/10/2023;ANEEL;0002/2020-SFF;13/02/2020;Apoio ao Processo Decisório e Conformidade Regulatória;Não se aplica;Não se aplica;COPEL Geração e Transmissão S/A - COPEL-Gt;4370282000170;48500004700201900;;05/03/2020; Advertência;0;;;;;;;;;;1023/2020-SFF;07/04/2020;;0012/2019-SFF;4,85E+16
01/10/2023;ANEEL;0002/2020-SFG;02/03/2020;1.02.05 - Procedimento Segurança de Barragens; Usina e Fábrica de Papelão Apucaraninha-UHE; UHE.PH.PR.002935-1.02;Papelão Apucaraninha Ltda.;76523539000197;48500001471202000;;06/03/2020; Multa;5912,31;;;;;;;;;;1033/2020-SFG;31/07/2020; Multa do Grupo III Art. 6º;0100/2019-SFG;4,85E+16
01/10/2023;AGEPAN;0002/2021-AGEPAN-SFG;29/03/2021;1.02.15 - Demais Obrigações Normativas; Amandina-UTE; UTE.AI.MS.030115-9.01;Adecoagro Vale do Ivinhema S/A;7903169000109;51/200.562/2020;;09/04/2021;;;29/04/2021;;;;;;;;;0001/2022-AGEPAN-SFG;10/02/2022;;0001/2020-AGEPAN-SFG;51/200.562/2020
01/10/2023;AGERGS;0002/2021-AGERGS-SFG;05/03/2021;1.02.15 - Demais Obrigações Normativas; REB Cassino II-EOL; EOL.CV.RS.030477-8.01;Eol Wind Energias Renováveis S/A;14094988000100;000513-39.00/21-6;;05/03/2021; Advertência;0;;;;;;;;;;0009/2021-AGERGS-SFG;04/08/2021;;0001/2020-AGERGS-SFG;000211-39.00/11-9
01/10/2023;ARCE;0002/2021-ARCE-SFG;19/03/2021;1.02.15 - Demais Obrigações Normativas; São Jorge-EOL; EOL.CV.CE.030911-7.01;Central Eólica São Jorge S/A;9571485000148;01554393/2021;;22/03/2021; Advertência;0;;;;;;;;;;0004/2021-ARCE-SFG;25/06/2021;;0004/2020-ARCE-SFG;PVIR/CEE/13/2020
01/10/2023;ARPE;0002/2021-ARPE-SFG;29/03/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santa Brígida II-EOL; EOL.CV.PE.031363-7.01;Ventos de Santa Brígida II Energias Renováveis S/A;17875194000171;012/20-CEE-ARPE;;05/04/2021; Multa;46321,1;14/06/2021;03/08/2021;Decisão anterior mantida;;46321,1;28/03/2022;Decisão anterior mantida;;46321,1;0003/2022-ARPE-SFG;02/06/2022; Multa do Grupo III (REN 846/2019) Art. 11;0002/2020-ARPE-SFG;012/20-CEE-ARPE
01/10/2023;ARSEP;0002/2021-ARSEP-SFG;29/03/2021;1.02.15 - Demais Obrigações Normativas; Dreen Boa Vista-EOL; EOL.CV.RN.030512-0.01;Ge Boa Vista S/A;12723413000183;22021;;22/04/2021; Advertência;0;;;;;;;;;;0003/2021-ARSEP-SFG;21/10/2021;;0004/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ARSESP;0002/2021-ARSESP-SFE;31/08/2021;Técnica;Não se aplica;Não se aplica;Cia. Paulista de Força e Luz - CPFL-Paulista;33050196000188;ARSESP-3008-2021;;01/09/2021; Multa;9952480,13;;;;;;;;;;0002/2022-ARSESP-SFE;26/07/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0002/2021-ARSESP-SFE;ARSESP-3008-2021
01/10/2023;ANEEL;0002/2021-SFE;24/03/2021;Obras de Transmissão;Não se aplica;Não se aplica;CELG Geração e Transmissão S/A - CELG G & T;7779299000173;48500004784202000;;26/03/2021; Multa;1199192,05;05/05/2021;31/05/2021;Decisão anterior mantida;4,8534E+16;1199192,05;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0019/2020-SFE;4,85E+16
01/10/2023;ANEEL;0002/2021-SFF;30/03/2021;Apoio ao Processo Decisório e Conformidade Regulatória;SFF-Geral;Não se aplica;Ourilândia do Norte Transmissora de Energia S/A - Ourilandia do no;25298162000189;48500000664202100;;30/03/2021; Multa;5033,1;;;;;;;;;;1058/2021-SFF;18/05/2021; Multa do Grupo I (REN 846/2019) Art. 9º ;0055/2020-SFF;4,85E+16
01/10/2023;ANEEL;0002/2021-SFG;27/01/2021;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Termelétrica Termopower V S/A;10502717000195;48500004421200900;4,85E+16;29/01/2021; Multa;1491618,69;10/02/2021;;;;;;;;;1055/2021-SFG;13/05/2021; Multa do Grupo III Art. 6º;0046/2020-SFG;4,85E+16
01/10/2023;AGERGS;0002/2022-AGERGS-SFE;26/09/2022;Comercial;Não se aplica;Não se aplica;COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D - CEEE-D;8467115000100;000875-39.00/22-5;;26/09/2022; Advertência / Multa;41268096,98;06/10/2022;22/12/2022;Recurso acatado parcialmente;;29347578,12;;;;;;; Multa do Grupo I (REN 846/2019) Art. 9º  / Multa do Grupo III (REN 846/2019) Art. 11;0002/2022-AGERGS-SFE;000294-39.00/22-7
01/10/2023;AGERGS;0002/2022-AGERGS-SFG;26/01/2022;1.02.05 - Procedimento Segurança de Barragens; Jacuí-UHE; UHE.PH.RS.001217-3.01;Cia. Estadual de Geração de Energia Elétrica - Ceee-G - CEEE-G;39881421000104;001726-39.00/21-0;;07/02/2022; Multa;1073963,34;07/02/2022;;;;;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0012/2021-AGERGS-SFG;000575-39.00/21-2
01/10/2023;ARCE;0002/2022-ARCE-SFG;24/06/2022;1.02.04 - Procedimento Desempenho de Eólicas; Santo Antônio de Pádua-EOL; EOL.CV.CE.030916-8.01;Central Eólica Santo Antônio de Pádua S/A;9601233000114;06239480/2022;;27/06/2022; Multa;59447,86;06/07/2022;;;;;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0001/2022-ARCE-SFG;1623460/2022
01/10/2023;ARPE;0002/2022-ARPE-SFG;01/09/2022;1.01.02 - Procedimento da Fase Obras; Ciranda 2-UFV; UFV.RS.PE.037466-0.01;Ciranda 2 Energias Renováveis S/A;35911733000162;002/22-CEE-ARPE;;02/09/2022; Multa;61364,01;14/09/2022;;;;;14/04/2023;Decisão anterior mantida;4,8513E+14;61364,01;0002/2023-ARPE-SFG;27/04/2023; Multa do Grupo IV (REN 846/2019) Art. 12;0002/2022-ARPE-SFG;002/22-CEE-ARPE
01/10/2023;ARSEP;0002/2022-ARSEP-SFG;01/12/2022;1.01.02 - Procedimento da Fase Obras; Filgueira I-EOL; EOL.CV.RN.033429-4.01;Eol Maral I Spe S/A;33486289000150;SEI 0044882022-66;;08/12/2022; Multa;58091,26;16/12/2022;30/12/2022;Recurso acatado totalmente;;;;;;;0001/2023-ARSEP-SFG;15/03/2023; Multa do Grupo IV (REN 846/2019) Art. 12;0001/2022-ARSEP-SFG;7,81001E+16
01/10/2023;ARSESP;0002/2022-ARSESP-SFG;20/04/2022;1.01.01 - Procedimento da Fase Pré-Obras; São Francisco-PCH; PCH.PH.SP.031126-0.01;Sf Produção de Energia Elétrica Ltda.;7840029000120;ARSESP30412018;;03/05/2022; Multa;22497,35;;;;;;;;;;0003/2022-ARSESP-SFG;26/10/2022; Multa do Grupo II Art. 5º / Multa do Grupo III Art. 6º;1007/2018-ARSESP-SFG;ARSESP.ELE-3041-2
01/10/2023;ANEEL;0002/2022-SFE;10/01/2022;Técnica;Não se aplica;Não se aplica;COMPANHIA ENERGETICA DE PERNAMBUCO - CELPE;10835932000108;48500004507202100;;11/01/2022; Multa;32949775,22;21/02/2022;11/03/2022;Decisão anterior mantida;4,8513E+16;32949775,22;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0019/2021-SFE;4,85E+16
01/10/2023;ANEEL;0002/2022-SFF;09/03/2022;Apoio ao Processo Decisório, Anuência e Conformidade Regulatória;Não se aplica;Não se aplica;COOPERATIVA DE ENERGIA TREVISO - CERTREL;76583962000182;48500005229202100;;22/03/2022; Multa;38654,35;;;;;;;;;;1072/2022-SFF;06/05/2022; Multa do Grupo III (REN 846/2019) Art. 11;0017/2021-SFF;4,85E+16
01/10/2023;ANEEL;0002/2022-SFG;03/02/2022;1.02.15 - Demais Obrigações Normativas; Balbina-UHE; UHE.PH.AM.000190-2.01;Amazonas Geração e Transmissão de Energia S/A - Amazonas Gt;17957780000165;48500000387202200;4,85E+16;07/02/2022; Multa;784274,57;;;;;;;;;;1127/2022-SFG;17/05/2022; Multa do Grupo II (REN 846/2019) Art. 10;0028/2021-SFG;4,85E+16
01/10/2023;AGER/ MT;0002/2023-AGER/ MT-SFT;15/08/2023;1.02.05 - Procedimento Segurança de Barragens;Empreendimentos de Geração;Não informado;Associação de Produtores Rurais do Vale do Cedro - APROVALE;24977746000118;AGERPRO2023/00203;;18/08/2023; Multa;6151,13;;;;;;;;;;0002/2023-AGER/ MT-SFT;13/09/2023; Multa do Grupo II (REN 846/2019) Art. 10 / Multa do Grupo IV (REN 846/2019) Art. 12;0003/2023-AGER/ MT-SFG;AGERPRO2023/00203
01/10/2023;AGERGS;0002/2023-AGERGS-SFE;08/02/2023;Comercial;Não se aplica;Não se aplica;CRERAL - Cooperativa Regional de Eletrificação Rural do Alto Uruguai - CRERAL;89435598000155;000337-39.00/22-2;;14/02/2023; Multa;523605,86;22/02/2023;26/09/2023;Recurso acatado parcialmente;;343838,24;;;;;;; Multa do Grupo I (REN 846/2019) Art. 9º  / Multa do Grupo V (REN 846/2019) Art. 13;0005/2022-AGERGS-SFE;000337-39.00/22-2
01/10/2023;ARPE;0002/2023-ARPE-SFT;09/06/2023;1.01.02 - Procedimento da Fase Obras; Belmonte 1-1-UFV; UFV.RS.PE.040725-9.01;Belmonte I Parque Solar S/A;30418521000124;004/23-ARPE-BE1-1;;13/06/2023; Multa;99592,99;22/06/2023;29/06/2023;Decisão anterior mantida;;99592,99;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0011/2023-ARPE-SFT;004/23-ARPE-BE1-1
01/10/2023;ANEEL;0002/2023-SFE;01/02/2023;Ocorrências/Perturbações;Não se aplica;Não se aplica;Cia. Hidro Elétrica do São Francisco - CHESF;33541368000116;48500002982202100;;10/02/2023; Multa;17293163,89;;;;;;;;;;0041/2023-SFE;14/03/2023; Multa do Grupo IV (REN 846/2019) Art. 12 / Multa do Grupo V (REN 846/2019) Art. 13;0015/2022-SFE;4,85E+16
01/10/2023;ANEEL;0002/2023-SFF;31/01/2023;Apoio ao Processo Decisório, Anuência e Conformidade Regulatória;Não se aplica;Não se aplica;ENERCOOP Ltda. - ENERCOOP;26773721000128;48500007550202200;;11/02/2023; Multa;15675,15;;;;;;;;;;1079/2023-SFF;16/02/2023; Multa do Grupo III (REN 846/2019) Art. 11;0024/2022-SFF;4,85E+16
01/10/2023;AGER/ MT;0003/2019-AGER/ MT-SFE;27/12/2019;Comercial;Não se aplica;Não se aplica;ENERGISA Mato Grosso - Distribuidora de Energia S/A - EMT;3467321000199;268076/2019;;03/01/2020; Advertência / Multa;14449338,11;15/01/2020;;;;;;;;;;; Advertência Art. 3º / Multa do Grupo II Art. 5º / Multa do Grupo III Art. 6º;0003/2019-AGER/ MT-SFE;268076/2019
01/10/2023;AGER/ MT;0003/2019-AGER/ MT-SFG;11/03/2019;1.02.05 - Procedimento Segurança de Barragens;Empreendimentos de Geração;Não informado;Sopave Norte S/A Mercantil Rural;36946143000219;599701/2018;;18/03/2019; Multa;24983,15;;;;;;;;;;;; Multa do Grupo I Art. 4º / Multa do Grupo III Art. 6º;1006/2018-AGER/ MT-SFG;599701/2018
01/10/2023;AGERGS;0003/2019-AGERGS-SFE;29/03/2019;Teleatendimento;Não se aplica;Não se aplica;Rio Grande Energia S/A - RGE;2016439000138;000791-39.00/18-1;;08/04/2019; Multa;183789,41;18/04/2019;;;;;10/10/2019;Recurso acatado parcialmente;;114868,36;0002/2019-AGERGS-SFE;01/11/2019; Multa do Grupo III Art. 6º;1001/2018-AGERGS-SFE;000791-39.00/18-1
01/10/2023;AGR;0003/2019-AGR-SFE;13/05/2019;Indicadores de Continuidade;Não se aplica;Não se aplica;Cia. Hidroelétrica São Patrício - CHESP - CHESP;1377555000110;201800029005929;;22/05/2019; Advertência / Multa;4563,2;31/05/2019;;Decisão anterior mantida / Recurso acatado parcialmente;;4563,2;;Decisão anterior mantida / Recurso acatado parcialmente;;4563,2;0001/2021-AGR-SFE;15/09/2021; Advertência Art. 3º / Multa do Grupo III Art. 6º;0002/2019-AGR-SFE;2,018E+14
01/10/2023;ARCE;0003/2019-ARCE-SFE;11/10/2019;Comercial;Não se aplica;Não se aplica;Cia. Energética do Ceará - ENEL CE;7047251000170;PCEE/CEE/0007/19;;14/10/2019; Multa;323715,39;;;;;;;;;;0002/2019-ARCE-SFE;17/12/2019; Multa do Grupo I Art. 4º;0001/2019-ARCE-SFE;PCEE/CEE/0003/19
01/10/2023;ARSESP;0003/2019-ARSESP-SFE;18/03/2019;Verificação de Cumprimento de Determinação;Não se aplica;Não se aplica;ELEKTRO Redes S/A - ELEKTRO;2328280000197;3026-2018;;25/03/2019; Multa;24937665,96;04/04/2019;;Recurso acatado parcialmente;;7474008,07;;;;;0001/2020-ARSESP-SFE;16/03/2020; Multa do Grupo IV Art. 7º;1005/2018-ARSESP-SFE;3026-2018
01/10/2023;ARSESP;0003/2019-ARSESP-SFG;29/11/2019;1.02.05 - Procedimento Segurança de Barragens; São Pedro-PCH; PCH.PH.SP.027096-2.01;Eletricidade São Pedro Ltda.;5992709000134;ARSESPELE30042019;;06/12/2019; Multa;38448,4;18/12/2019;;;;;;;;;;; Multa do Grupo II Art. 5º / Multa do Grupo III Art. 6º;0019/2019-ARSESP-SFG;ARSESPELE30042019
01/10/2023;ANEEL;0003/2019-SFE;30/01/2019;Ocorrências/Perturbações;Não se aplica;Não se aplica;Operador Nacional do Sistema Elétrico - ONS;2831210000157;48500002292201800;;04/02/2019; Multa;4912267,51;04/02/2019;17/05/2019;Decisão anterior mantida / Recurso acatado parcialmente;4,8534E+16;4912267,51;22/11/2019;Decisão anterior mantida / Recurso acatado parcialmente;4,8575E+16;4696127,74;;; Multa do Grupo III Art. 6º;1025/2018-SFE;4,85E+16
01/10/2023;ANEEL;0003/2019-SFG;28/05/2019;1.02.05 - Procedimento Segurança de Barragens; Jamari-PCH; PCH.PH.RO.029435-7.01;Canaa Geração de Energia S/A;6900697000133;48500002122201900;;30/05/2019; Multa;81745,17;12/06/2019;19/08/2019;Decisão anterior mantida;4,8532E+16;81745,17;30/01/2020;Decisão anterior mantida;4,8575E+16;81745,17;1039/2020-SFG;15/09/2020; Multa do Grupo III Art. 6º;1040/2018-SFG;4,85E+16
01/10/2023;AGER/ MT;0003/2020-AGER/ MT-SFE;18/08/2020;Indicadores de Continuidade;Não se aplica;Não se aplica;ENERGISA Mato Grosso - Distribuidora de Energia S/A - EMT;3467321000199;229846/2020;;19/08/2020; Multa;6375078,32;28/08/2020;;;;;;;;;;; Multa do Grupo III Art. 6º;0002/2020-AGER/ MT-SFE;229846/2020
01/10/2023;AGERGS;0003/2020-AGERGS-SFG;23/03/2020;1.02.05 - Procedimento Segurança de Barragens; Cotiporã-PCH; PCH.PH.RS.027877-7.01;Cotiporã Energética S/A;4589680000181;000274-39.00/20-7;;29/04/2020; Multa;35227,95;13/05/2020;;;;;;;;;0005/2020-AGERGS-SFG;13/10/2020; Multa do Grupo III Art. 6º;0020/2019-AGERGS-SFG;000214-39.00/02-8
01/10/2023;ANEEL;0003/2020-SFE;13/02/2020;Empreendimentos de Transmissão;Não se aplica;Não se aplica;Centrais Elétricas do Norte do Brasil S/A ELETRONORTE - ELETRONORTE;357038000116;48500002359201900;;14/02/2020; Multa;470615,37;;;;;;;;;;0006/2020-SFE;01/04/2020; Multa do Grupo III Art. 6º;0024/2019-SFE;4,85E+16
01/10/2023;ANEEL;0003/2020-SFF;04/05/2020;Apoio ao Processo Decisório e Conformidade Regulatória;SFF-Geral;Não se aplica;PARANAÍBA Transmissora de Energia S/A - PARANAÍBA;17553029000101;48500000594202000;;02/06/2020; Advertência;0;;;;;;;;;;1046/2020-SFF;10/07/2020;;0030/2020-SFF;4,85E+16
01/10/2023;ANEEL;0003/2020-SFG;04/03/2020;1.02.05 - Procedimento Segurança de Barragens; Garça Branca-PCH; PCH.PH.SC.031059-0.01;Garça Branca Energética S/A;10514202000105;48500000942202000;;08/04/2020; Multa;22950,36;;;;;;;;;;1027/2020-SFG;07/05/2020; Multa do Grupo III Art. 6º;0083/2019-SFG;4,85E+16
01/10/2023;AGERGS;0003/2021-AGERGS-SFG;05/03/2021;1.02.15 - Demais Obrigações Normativas; REB Cassino III-EOL; EOL.CV.RS.030468-9.01;Eol Brisa Energias Renováveis S/A;14095035000166;000514-39.00/21-9;;05/03/2021; Advertência;0;;;;;;;;;;0010/2021-AGERGS-SFG;04/08/2021;;0036/2020-AGERGS-SFG;000213-39.00/11-4
01/10/2023;ARCE;0003/2021-ARCE-SFG;19/03/2021;1.02.15 - Demais Obrigações Normativas; São Cristovão-EOL; EOL.CV.CE.030912-5.01;Central Eólica São Cristóvão S/A;10272500000136;01554717/2021;;22/03/2021; Advertência;0;;;;;;;;;;0005/2021-ARCE-SFG;25/06/2021;;0005/2020-ARCE-SFG;PVIR/CEE/13/2020
01/10/2023;ARPE;0003/2021-ARPE-SFG;29/03/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santa Brígida III-EOL; EOL.CV.PE.031354-8.01;Ventos de Santa Brígida III Energias Renováveis S/A;17875184000136;013/20-CEE-ARPE;;05/04/2021; Multa;45375,77;15/04/2021;03/08/2021;Decisão anterior mantida;;45375,77;28/03/2022;Decisão anterior mantida;;45375,77;0004/2022-ARPE-SFG;02/06/2022; Multa do Grupo III (REN 846/2019) Art. 11;0003/2020-ARPE-SFG;013/20-CEE-ARPE
01/10/2023;ARSEP;0003/2021-ARSEP-SFG;29/03/2021;1.02.15 - Demais Obrigações Normativas; Farol-EOL; EOL.CV.RN.030502-2.01;Ge Farol S/A;12723335000117;12021;;22/04/2021; Advertência;0;;;;;;;;;;0002/2021-ARSEP-SFG;21/10/2021;;0001/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ANEEL;0003/2021-SFE;25/03/2021;Obras de Transmissão;Não se aplica;Não se aplica;CELG Geração e Transmissão S/A - CELG G & T;7779299000173;48500004783202000;;26/03/2021; Multa;183063,97;07/04/2021;02/06/2021;Decisão anterior mantida;4,8534E+16;183063,97;05/12/2022;Decisão anterior mantida;4,8575E+16;183063,97;0033/2022-SFE;15/12/2022; Multa do Grupo III Art. 6º / Multa do Grupo IV (REN 846/2019) Art. 12;0018/2020-SFE;4,85E+16
01/10/2023;ANEEL;0003/2021-SFF;31/03/2021;Apoio ao Processo Decisório e Conformidade Regulatória;SFF-Geral;Não se aplica;UIRAPURU Transmissora de Energia S/A - UIRAPURU;7003112000145;48500000669202100;;06/04/2021; Advertência;0;;;;;;;;;;1053/2021-SFF;18/05/2021;;0062/2020-SFF;4,85E+16
01/10/2023;ANEEL;0003/2021-SFG;27/01/2021;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Multiner S/A;8935054000150;48500004420200900;4,85E+16;29/01/2021; Multa;1491618,69;10/02/2021;;;;;;;;;1056/2021-SFG;13/05/2021; Multa do Grupo III Art. 6º;0047/2020-SFG;4,85E+16
01/10/2023;AGERGS;0003/2022-AGERGS-SFG;31/03/2022;1.02.05 - Procedimento Segurança de Barragens; Capigui-PCH; PCH.PH.RS.000654-8.01;Cia. Estadual de Geração de Energia Elétrica - Ceee-G - CEEE-G;39881421000104;000336-39.00/22-0;;01/04/2022; Multa;39207,47;18/04/2022;;;;;;;;;;; Multa do Grupo III (REN 846/2019) Art. 11 / Multa do Grupo IV (REN 846/2019) Art. 12;0018/2021-AGERGS-SFG;000234-39.00/02-1
