CEP|Tipo_Logradouro|Logradouro|Complemento|Local|Bairro|Cidade|cod_cidade|UF|Estado|cod_estado|Latitude|Longitude
18119286|Rua|Miguel Martins de Oliveira|||Parque Santa Márcia|Votorantim|3557006|SP|São Paulo|35|-23.5402860|-47.4445978
18132653|Rua|Maria Augusta Ferreira|||Guaçu|São Roque|3550605|SP|São Paulo|35|-23.5307554|-47.1353998
18132804|Rua|das Primaveras do Mombaça|||Mombaça|São Roque|3550605|SP|São Paulo|35|-23.5307554|-47.1353998
18134350|Rua|Princesa Isabel|||Jardim Tanzi|São Roque|3550605|SP|São Paulo|35|-23.0436587|-47.8361080
18135131|Avenida|Antonio Pannellini|||Taboão|São Roque|3550605|SP|São Paulo|35|-23.5307554|-47.1353998
18136160|Travessa|dos Portugueses|||Vila Junqueira|São Roque|3550605|SP|São Paulo|35|-23.5395065|-47.1360672
18143856|Rua|Tarsila do Amaral|||Vila Darcy Penteado (Mailasqui)|São Roque|3550605|SP|São Paulo|35|-23.6052371|-46.7431219
18145037|Rua|Leandro de Góes|||Residencial Sítio Pinheiro (Canguera)|São Roque|3550605|SP|São Paulo|35|-23.5307554|-47.1353998
18204010|Rua|Crisoberilo|||Vale San Fernando|Itapetininga|3522307|SP|São Paulo|35|-23.6015207|-48.0174217
18205750|Praça|Teotônio Brandão Vilela|||Vila La Brunetti|Itapetininga|3522307|SP|São Paulo|35|-23.5890950|-48.0487846
18207700|Avenida|Doutor Evandro Ruivo|||Jardim Bela Vista|Itapetininga|3522307|SP|São Paulo|35|-23.6123697|-48.0762121
18207816|Rua|Salvador Costa|||Tupy|Itapetininga|3522307|SP|São Paulo|35|-23.5890950|-48.0487846
18209320|Rua|Maurício Jacinto de Almeida|||Vila Regina|Itapetininga|3522307|SP|São Paulo|35|-23.5847574|-48.0769552
18212479|Rua|Tenente José de Almeida Barros|||Vila Prado|Itapetininga|3522307|SP|São Paulo|35|-23.5890950|-48.0487846
18213605|Rua|Bento Antunes de Moraes|||Jardim Marabá|Itapetininga|3522307|SP|São Paulo|35|-23.5737276|-48.0207731
18214719|Rua|Lauro Thibes Cordeiro|||Jardim Nova Era|Itapetininga|3522307|SP|São Paulo|35|-23.5890950|-48.0487846
18270780|Rua|Professor Francisco Pereira de Almeida|||Centro|Tatuí|3554003|SP|São Paulo|35|-23.3477335|-47.8413108
18271170|Rua|Bepe Vanni|||Chácara Junqueira|Tatuí|3554003|SP|São Paulo|35|-23.3432751|-47.8436227
18274660|Rua|Eliza Pinto da Silveira|||Jardim Novo Horizonte|Tatuí|3554003|SP|São Paulo|35|-23.3492186|-47.8465761
18275610|Rua|Santo Urso|||Jardim Rosa Garcia|Tatuí|3554003|SP|São Paulo|35|-23.3606716|-47.8556394
18278610|Rua|Palmira Vanni|||Vila São Paulo|Tatuí|3554003|SP|São Paulo|35|-23.3459258|-47.8585249
18304518|Estrada|Municipal Capuava|||Vila Nova Capão Bonito|Capão Bonito|3510203|SP|São Paulo|35|-24.0021600|-48.3502638
18304763|Rua|das Violetas|||Querência do Turvo|Capão Bonito|3510203|SP|São Paulo|35|-23.4906090|-46.3563818
18305120|Rua|Kalil Selem Safadi|||Jardim Alvorada|Capão Bonito|3510203|SP|São Paulo|35|-24.0190683|-48.3386416
18305455|Praça|Luiza Kurtz Camargo|||Jardim Cruzeiro|Capão Bonito|3510203|SP|São Paulo|35|-24.0021600|-48.3502638
18306530|Rua|Quarenta e Seis|||Vila Santa Isabel|Capão Bonito|3510203|SP|São Paulo|35|-24.0328504|-48.3518261
18400970||Praça do Correio 49||AC Itapeva|Centro|Itapeva|3522406|SP|São Paulo|35|-23.9793102|-48.8768997
18401060|Rua|João Pinn|||Vila Aparecida|Itapeva|3522406|SP|São Paulo|35|-23.9721272|-48.8669485
18404510|Rua|Severino Alves Rodrigues de Oliveira|||Bairro de Cima|Itapeva|3522406|SP|São Paulo|35|-23.9793102|-48.8768997
18412151|Rua|Nagib Rodrigues de Almeida|||Kantiã|Itapeva|3522406|SP|São Paulo|35|-23.9793102|-48.8768997
18425970||Rodovia Francisco Alves Negrão 579||AC Taquarivaí|Centro|Taquarivaí|3553856|SP|São Paulo|35|-23.9253760|-48.6953720
18440000||Itaberá|||-|Itaberá|3521705|SP|São Paulo|35|-23.8643129|-49.1404554
18601010|Rua|Maria Joana Félix Diniz|- até 99997/99998||Vila Santa Clara|Botucatu|3507506|SP|São Paulo|35|-22.8834209|-48.4300474
18601121|Travessa|Santa Clara|||Conjunto Residencial Indamar|Botucatu|3507506|SP|São Paulo|35|-22.8848041|-48.4271021
18601696|Rua|Luiz Vizotto|- até 99997/99998||Conjunto Habitacional Joaquim Vernini|Botucatu|3507506|SP|São Paulo|35|-22.9029728|-48.4345158
18610141|Praça|João Cecilio|||Jardim Paraíso II|Botucatu|3507506|SP|São Paulo|35|-22.8841808|-48.4441654
18611440|Avenida|Professor Adolfo Pinheiro Machado|||Jardim Cristina|Botucatu|3507506|SP|São Paulo|35|-22.8702586|-48.4347806
18618018|Rua|Antonio Raimundo|||Jardim Nossa Senhora das Graças (Rubião Junior)|Botucatu|3507506|SP|São Paulo|35|-22.8985810|-48.5002978
18618154|Rua|E|||Jardim Dona Marta (Rubião Junior)|Botucatu|3507506|SP|São Paulo|35|-22.9278729|-48.4392561
18619286|Rua|dos Pirangueiros|||Querência do Rio Bonito (Vitoriana)|Botucatu|3507506|SP|São Paulo|35|-22.8841808|-48.4441654
18682650|Rua|Luiz Paccola|||Vila São Judas Tadeu|Lençóis Paulista|3526803|SP|São Paulo|35|-22.6086806|-48.7929639
18685460|Rua|Cantílio Orsi|||Núcleo Habitacional Luis Zillo|Lençóis Paulista|3526803|SP|São Paulo|35|-22.5799458|-48.8113335
18701813|Rua|João Tezza Neto|||Conjunto Habitacional Mario Emílio Bannwart|Avaré|3504503|SP|São Paulo|35|-23.1072154|-48.9255160
18702593|Praça|Benedicta Cunha de Paula|(Dona Ditinha)||Jardim Paraíso|Avaré|3504503|SP|São Paulo|35|-23.1072154|-48.9255160
18703580|Rua|Heitor de Barros|||Parque Residencial Gilberto Filgueiras II|Avaré|3504503|SP|São Paulo|35|-23.1251353|-48.9317642
18704574|Rua|Armando Silveira|||Loteamento Terras de São José|Avaré|3504503|SP|São Paulo|35|-23.1238845|-48.9418444
18705863|Rua|Nicola Gambini|||Loteamento Porto Seguro|Avaré|3504503|SP|São Paulo|35|-23.1072154|-48.9255160
18705872|Rua|Professora Eloiza Helena Agostini de Oliveira|||Loteamento Porto Seguro|Avaré|3504503|SP|São Paulo|35|-23.1072154|-48.9255160
18706300|Rua|Isaac Rodrigues Alves|||Jardim Boa Vista|Avaré|3504503|SP|São Paulo|35|-23.0858214|-48.9287230
18708831|Travessa|Paulo Rangel|||Morada do Sol|Avaré|3504503|SP|São Paulo|35|-23.0974404|-48.9199691
18900000||Santa Cruz do Rio Pardo|||-|Santa Cruz do Rio Pardo|3546405|SP|São Paulo|35|-22.8993818|-49.6251185
19024418|Rua|Seis|||Porto Bello Residence|Presidente Prudente|3541406|SP|São Paulo|35|-22.0699025|-51.3829243
19026765|Rua|Maria Aparecida Cuissi Cesco|||Jardim Cobral|Presidente Prudente|3541406|SP|São Paulo|35|-22.0939403|-51.4091037
19030615|Rua|Soubhie Chafic Chedid|||Parque Residencial Jarina|Presidente Prudente|3541406|SP|São Paulo|35|-22.1157360|-51.3783087
19031120|Rua|Santos Pardo|||Jardim Santa Filomena|Presidente Prudente|3541406|SP|São Paulo|35|-22.1272669|-51.3774722
19033480|Rua|Eduardo Ramos|||Vila Angélica|Presidente Prudente|3541406|SP|São Paulo|35|-22.1017349|-51.3827213
19034665|Rua|Thereza Matheus Pardo|||Brasil Novo|Presidente Prudente|3541406|SP|São Paulo|35|-22.0818208|-51.3821992
19034675|Rua|Laura da Silva Antoniatti|||Brasil Novo|Presidente Prudente|3541406|SP|São Paulo|35|-22.0810934|-51.3818809
19036142|Rua|Geraldo Vieira - Laido|||Conjunto Habitacional João Domingos Netto|Presidente Prudente|3541406|SP|São Paulo|35|-22.0729752|-51.3816973
19045290|Rua|Josephina Peternussi Girotto|||Jardim Santa Mônica|Presidente Prudente|3541406|SP|São Paulo|35|-22.1211260|-51.3930060
19050630|Rua|Guaicurus|||Vila Mathilde Vieira|Presidente Prudente|3541406|SP|São Paulo|35|-22.1298040|-51.4015704
19053687|Alameda|Ana Maia Eugênio|||Parque Residencial Damha|Presidente Prudente|3541406|SP|São Paulo|35|-22.1445817|-51.4176278
19063400|Rua|José Gimenes|||Jardim Santa Fé|Presidente Prudente|3541406|SP|São Paulo|35|-22.1347063|-51.4494824
19064460|Rua|Mitoshi Mitsunaga|||Conjunto Habitacional Ana Jacinta|Presidente Prudente|3541406|SP|São Paulo|35|-22.1598229|-51.4557628
19066295|Avenida|Projetada|||Jardim Novo Bongiovani|Presidente Prudente|3541406|SP|São Paulo|35|-22.1211260|-51.3930060
19097608|Viela|Alfredo Soares da Silva|||Parque Residencial Francisco Belo Galindo|Presidente Prudente|3541406|SP|São Paulo|35|-22.1211260|-51.3930060
19100380|Rua|Waldir Greghi|||Conjunto Habitacional Jardim Humberto Salvador|Presidente Prudente|3541406|SP|São Paulo|35|-22.1211260|-51.3930060
19140025|Rua|Rogério Nazaro da Silva|||Centro (Ameliópolis)|Presidente Prudente|3541406|SP|São Paulo|35|-21.8024948|-51.3002051
19260000||Mirante do Paranapanema|||-|Mirante do Paranapanema|3530201|SP|São Paulo|35|-22.2948240|-51.9078245
19800101|Rua|Brasil|- de 552/553 ao fim||Vila Funari|Assis|3504008|SP|São Paulo|35|-22.6674742|-50.4201247
19803015|Rua|Vivaldo Teixeira Carvalho|||Vila Ribeiro|Assis|3504008|SP|São Paulo|35|-22.6744704|-50.4339246
19804190|Rua|Luiz Batista Silveira|||Vila Cambuí|Assis|3504008|SP|São Paulo|35|-22.6610692|-50.4341811
19804725|Rua|José Vítor|||Núcleo Habitacional Dirceu Gomes Cervilha|Assis|3504008|SP|São Paulo|35|-22.6672505|-50.4452713
19813367|Rua|Professora Maria Helena Gonso de Lima|||Parque das Flores|Assis|3504008|SP|São Paulo|35|-22.6419193|-50.4007016
19814060|Rua|Castro Alves|||Centro|Assis|3504008|SP|São Paulo|35|-22.6565116|-50.4094882
19814140|Rua|Arlindo Quintino Freitas|||Vila Maria|Assis|3504008|SP|São Paulo|35|-22.6530078|-50.4108349
19900030|Avenida|Doutor Altino Arantes|- até 344/345||Centro|Ourinhos|3534708|SP|São Paulo|35|-22.9788806|-49.8680867
19902444|Rua|Amélia de Jesus Madeira|||Vila São Silvestre|Ourinhos|3534708|SP|São Paulo|35|-22.9956760|-49.8595849
19911700|Rua|Pará|- até 901/902||Vila Christoni|Ourinhos|3534708|SP|São Paulo|35|-22.9727284|-49.8651775
19914210|Rua|Francisco Vara|||Jardim São Domingos|Ourinhos|3534708|SP|São Paulo|35|-22.9691011|-49.8533706
19915488|Rua|Corino Martins de Oliveira|||Conjunto Habitacional Orlando Quagliato|Ourinhos|3534708|SP|São Paulo|35|-22.9798796|-49.8699377
19915550|Rua|Miguel Durante Sobrinho|||Jardim Anchieta|Ourinhos|3534708|SP|São Paulo|35|-22.9599821|-49.8590087
20020901||Avenida Marechal Câmara 171||Instituto de Resseguros do Brasil|Centro|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9091168|-43.1698323
20180007|Ilha|do Sol|||Baia de Guanabara|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8164263|-43.2134262
20211984||Rua Afonso Cavalcanti 22 4º Andar||CEE Santo Cristo|Cidade Nova|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9096782|-43.2028723
20251030|Rua|Itapiru|- até 916 - lado par||Catumbi|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9248278|-43.1990061
20251420|Travessa|Vista Alegre|||Santa Teresa|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9318252|-43.6632051
20270110|Rua|Santa Filomena|||Praça da Bandeira|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9143894|-43.2145869
20521160|Rua|Desembargador Izidro|||Tijuca|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9283668|-43.2336841
20521470|Rua|Mirandela|||Tijuca|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8120545|-43.4246866
20535240|Rua|Jorge Machado Silveira|||Alto da Boa Vista|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9068467|-43.1728965
20710005|Rua|Oldegard Sapucáia|||Méier|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9027575|-43.2796182
20750260|Rua|Professor Carneiro Felipe|||Pilares|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8737091|-43.3009273
20751340|Rua|Luís Vargas|||Piedade|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8796820|-43.3048638
20765295|Rua|Manoel Maurício|||Inhaúma|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8630988|-43.2851704
20766680|Rua|Valinhos|||Engenho da Rainha|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8636332|-43.2955536
20921170|Rua|Professor Nicola Expositivo|||São Cristóvão|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9068467|-43.1728965
20930060|Rua|Ébano|||Benfica|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8893946|-43.2358158
20941210|Avenida|do Alípio|||São Cristóvão|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9022339|-43.5969375
20941290|Rua|do Cruzeiro|||São Cristóvão|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9201211|-43.6873657
20943180|Travessa|Benedita|||Mangueira|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.7543969|-43.3328887
20943530|Travessa|Sebastiana|||Mangueira|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9793628|-43.6844106
21041430|Beco|Jackson do Pandeiro|||Manguinhos|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9068467|-43.1728965
21042290|Praça|São Salvador|||Olaria|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9341493|-43.1807075
21050581|Rua|Conde de Azambuja|- até 261 - lado ímpar||Maria da Graça|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8810039|-43.2597734
21051370|Rua|Lagoa Clara|||Inhaúma|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8738789|-43.2719851
21051415|Rua|Pindaucu|||Inhaúma|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8736073|-43.2734858
21051450|Rua|Atílio Correia Lima|||Higienópolis|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8735914|-43.2655933
21060440|Travessa|Eugênia|||Ramos|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8608489|-43.2641200
21061110|Rua|Cambuca|||Higienópolis|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8701119|-43.2626048
21220790|Rua|Santa Bárbara|||Irajá|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8318333|-43.3933350
21230145|Rua|Emiliano Felipe|||Irajá|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8208273|-43.3322833
21230420|Rua|Heron Domingues|||Irajá|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8249459|-43.3221319
21240470|Rua|Cristiano Machado|||Jardim América|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8137170|-43.3204974
21241140|Rua|Júpiter|||Vigário Geral|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8160543|-43.3133912
21311170|Rua|São Pedro|||Cascadura|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8852147|-43.2309766
21321720|Rua|Ladrilheiro|||Praça Seca|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8689930|-43.4789108
21341311|Rua|Andrade Araújo|- de 1023 ao fim - lado ímpar||Oswaldo Cruz|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8793889|-43.3516649
21361540|Rua|Missuri|||Irajá|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8517580|-43.3343208
21380010|Rua|Goiás|- de 819/820 ao fim||Quintino Bocaiúva|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8847310|-43.3255281
21381490|Travessa|Nossa Senhora Aparecida|||Quintino Bocaiúva|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8224487|-43.3657680
21511440|Rua|Emílio Goeldi|||Coelho Neto|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8376027|-43.3557884
21525250|Rua|Renovação|||Pavuna|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8161638|-43.3506356
21530160|Rua|Ender|||Coelho Neto|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8261581|-43.3525453
21531680|Beco|União|||Acari|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9370618|-43.6984629
21535230|Rua|Godofredo Vidal|||Parque Colúmbia|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8138773|-43.3360383
21610500|Rua|Estoril|||Marechal Hermes|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.7905180|-43.3407781
21615410|Rua|Sargento Geraldo Santana|||Vila Militar|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8601021|-43.4001648
21640120|Rua|Coronel Nilton José dos Santos|||Ricardo de Albuquerque|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8325744|-43.3937940
21645500|Rua|Paulo de Aquino|||Anchieta|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8308345|-43.3831686
21655290|Rua|Córrego do Ouro|||Anchieta|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8136344|-43.3833565
21665080|Rua|João Martins|||Ricardo de Albuquerque|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8328013|-43.3867048
21670620|Rua|Firmino Gonçalves|||Marechal Hermes|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9068467|-43.1728965
21725252|Rua|Shecknah|||Padre Miguel|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8592132|-43.4511072
21725292|Rua|da Paz|||Padre Miguel|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9235715|-43.6406710
21740520|Rua|São Dimas|||Magalhães Bastos|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8812503|-43.4111679
21770220|Rua|Georgias|||Realengo|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8861090|-43.4368564
21775170|Rua|Carauri|||Padre Miguel|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8892524|-43.4486413
21815285|Praça|Jardim Primavera|||Bangu|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.5000561|-44.0901717
21825435|Rua|Rio de Janeiro|(Comunid 48)||Bangu|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8931254|-43.6364704
21831265|Praça|Lafaiete Coutinho|||Senador Camará|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8893895|-43.4857492
21831463|Travessa|Sete|(Comunid Sto André)||Senador Camará|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9544801|-43.6890096
21840000|Estrada|do Engenho|||Bangu|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8665550|-43.4704866
21840272|Travessa|Proto Gênesis Paiva|(N Aliança)||Bangu|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9068467|-43.1728965
21850450|Rua|Fort Lamy|||Bangu|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9068467|-43.1728965
21852035|Travessa|Samaria|||Bangu|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8553797|-43.4939014
21852230|Travessa|Cartagena|||Bangu|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8596225|-43.4921570
21853620|Travessa|Santa Rita|(Vl Metral)||Bangu|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8596634|-43.4705504
21854152|Caminho|da Figueira|||Bangu|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8907989|-43.6307231
21864120|Beco|das Antulias|||Bangu|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9068467|-43.1728965
21865470|Via|Um|||Bangu|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9521258|-43.3667385
21870020|Rua|Havana|||Bangu|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8742543|-43.4600873
21911016|Estrada|do Quilombo|||Freguesia (Ilha do Governador)|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.7838039|-43.1661119
21921200|Rua|Frei João|||Jardim Carioca|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8076024|-43.1858252
21921550|Rua|Maciel Monteiro|||Praia da Bandeira|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8103842|-43.1792242
21921720|Rua|Inhovera|||Jardim Carioca|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8058433|-43.1947589
21922340|Rua|São Jorge|||Tauá|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.9084497|-43.6070009
21932867|Travessa|Opala|||Portuguesa|Rio de Janeiro|3304557|RJ|Rio de Janeiro|33|-22.8492735|-43.3527409
