CEP|Tipo_Logradouro|Logradouro|Complemento|Local|Bairro|Cidade|cod_cidade|UF|Estado|cod_estado|Latitude|Longitude
02224010|Avenida|Major Roberto dos Santos|||Jardim Brasil (Zona Norte)|São Paulo|3550308|SP|São Paulo|35|-23.4841070|-46.5757120
02227310|Praça|Erotides de Campos|||Jardim Brasil (Zona Norte)|São Paulo|3550308|SP|São Paulo|35|-23.4814418|-46.5716156
02248001|Rua|Cruz de Malta|- de 681/682 ao fim||Parada Inglesa|São Paulo|3550308|SP|São Paulo|35|-23.4856596|-46.5996827
02280105|Travessa|Halésia|||Jardim Brasil (Zona Norte)|São Paulo|3550308|SP|São Paulo|35|-23.4554385|-46.5759692
02320160|Rua|Tríplice Aliança|||Parque Casa de Pedra|São Paulo|3550308|SP|São Paulo|35|-23.4475710|-46.5944838
02354240|Rua|Salvador Álvares|||Parque Ramos Freitas|São Paulo|3550308|SP|São Paulo|35|-23.4547088|-46.6063055
02357100|Rua|José Corrêa Gomes|||Tremembé|São Paulo|3550308|SP|São Paulo|35|-23.4472085|-46.6121924
02360281|Rua|H|||Jardim Fontalis|São Paulo|3550308|SP|São Paulo|35|-23.8045047|-46.7649928
02371020|Rua|Bias|||Vila Albertina|São Paulo|3550308|SP|São Paulo|35|-23.4591923|-46.6174451
02375170|Rua|Luiz Janucci|||Vila Albertina|São Paulo|3550308|SP|São Paulo|35|-23.4486098|-46.6228408
02408000|Praça|Antônio Zunkeller Leite|||Água Fria|São Paulo|3550308|SP|São Paulo|35|-23.4835584|-46.6272019
02417122|Travessa|Francisco Queirolo|||Jardim Paraíso|São Paulo|3550308|SP|São Paulo|35|-23.4783855|-46.6299520
