id_bairro|bairro|id_cidade
7180|Candeias|5302
7182|Cavaleiro|5302
7183|Centro|5302
7186|Curado|5302
7193|Guararapes|5302
7195|Jardim Jordão|5302
7197|Manassu|5302
7198|Marcos Freire|5302
7199|Muribeca|5302
7202|Piedade|5302
7203|Prazeres|5302
7205|Santo Aleixo|5302
7206|Socorro|5302
7207|Sucupira|5302
7211|Vila Rica|5302
7213|Zumbi do Pacheco|5302
7214|Águas Compridas|5362
7222|Bairro Novo|5362
7224|Bultrins|5362
7225|Caixa D'Água|5362
7226|Carmo|5362
7228|Tabajara|5362
7232|Jardim Atlântico|5362
7233|Jardim Brasil|5362
7236|Ouro Preto|5362
7237|Passarinho|5362
7238|Peixinhos|5362
7239|Rio Doce|5362
7240|Salgadinho|5362
7246|Varadouro|5362
7249|Artur Lundgren I|5384
7252|Engenho Maranguape|5384
7254|Janga|5384
7257|Maranguape I|5384
7262|Nossa Senhora da Conceição|5384
7263|Nossa Senhora do Ó|5384
7268|Antônio Cassimiro|5389
7269|Areia Branca|5389
7275|COHAB Massangano|5389
7276|COHAB VI|5389
7280|Dom Avelar|5389
7282|Henrique Leite|5389
7285|Jardim São Paulo|5389
7286|Jatobá|5389
7287|João de Deus|5389
7300|Topázio|5389
7301|Vila Eduardo|5389
7305|Água Fria|5406
7309|Alto Santa Terezinha|5406
7313|Barro|5406
7320|Brejo da Guabiraba|5406
7321|Brejo de Beberibe|5406
7322|Cabanga|5406
7323|Caçote|5406
7326|Campo Grande|5406
7327|Casa Amarela|5406
7329|Caxangá|5406
7332|COHAB|5406
7333|Coqueiral|5406
7334|Cordeiro|5406
7335|Córrego do Jenipapo|5406
7341|Engenho do Meio|5406
7344|Fundão|5406
7345|Graças|5406
7348|Ibura|5406
7352|Imbiribeira|5406
7353|Ipsep|5406
7354|Iputinga|5406
7358|Jordão|5406
7359|Linha do Tiro|5406
7361|Madalena|5406
7367|Nova Descoberta|5406
7369|Parnamirim|5406
7371|Pina|5406
7374|Porto da Madeira|5406
7381|Santo Amaro|5406
7383|São José|5406
7384|Sítio dos Pintos|5406
7391|Totó|5406
7392|Várzea|5406
7395|Capibaribe|5445
7396|Centro|5445
7397|Chã da Tábua|5445
7402|Tiúma|5445
7403|AABB|5453
7404|Bom Jesus|5453
7410|Tancredo Neves|5453
7412|José Tomé de Souza Ramos|5453
7418|Bela Vista|5503
7419|Cajá|5503
7422|Lídia Queiroz|5503
7423|Livramento|5503
7425|São Vicente de Paulo|5503
7435|Igaraçu|5658
7445|São Benedito|5658
7449|São Vicente de Paula|5658
7452|Água Mineral|5721
7455|Angelim|5721
7457|Areias|5721
7458|Aroeiras|5721
7460|Bela Vista|5721
7461|Bom Jesus|5721
7466|Campestre|5721
7468|Centro|5721
7469|Cidade Industrial|5721
7479|Fátima|5721
7482|Horto|5721
7483|Ilhotas|5721
7484|Ininga|5721
7487|Jóquei|5721
7489|Lourival Parente|5721
7498|Monte Castelo|5721
7506|Novo Horizonte|5721
7512|Parque Piauí|5721
7515|Pedra Mole|5721
7533|Santa Cruz|5721
7535|Santa Lia|5721
7536|Santa Luzia|5721
7538|Santana|5721
7539|Santo Antônio|5721
7540|São Cristóvão|5721
7543|São Joaquim|5721
7547|São Sebastião|5721
7558|Vale Quem Tem|5721
7559|Verde Lar|5721
7573|Areias|5746
7680|São Miguel|5746
7682|Tranqueira|5746
7908|Centro|5783
7913|Conjunto Flamingos III|5783
7920|Conjunto Palmares|5783
7923|Conjunto Tropical|5783
7933|Jardim Caravelle|5783
7940|Jardim do Café|5783
7942|Jardim do Sol|5783
7960|Jardim Primavera|5783
8050|Campina da Barra|5789
8051|Capela Velha|5789
8054|Costeira|5789
8057|Iguaçu|5789
8062|Thomaz Coelho|5789
8080|Jardim Ana Eliza|5895
8103|Jardim Santo Amaro|5895
8156|Jardim Busmayer|5911
8164|Jardim das Palmeiras|5911
8169|Jardim Itaqui|5911
8172|Jardim Lorenzete|5911
8207|Loteamento São Gerônimo|5911
8219|Núcleo Habitacional Doutor Abranches Guimarães|5911
8220|Rondinha|5911
8226|Vila Bancária|5911
8235|Vila Dom Pedro|5911
8285|Jardim Aeroporto|5914
8344|Brasília|5941
8349|Cataratas|5941
8350|Centro|5941
8351|Ciro Nardi|5941
8355|Esmeralda|5941
8356|Floresta|5941
8360|Interlagos|5941
8361|Maria Luiza|5941
8370|Periolo|5941
8379|Santa Cruz|5941
8382|Santos Dumont|5941
8383|São Cristóvão|5941
8384|Universitário|5941
8393|Invernada do Matadouro|5942
8416|Campo Pequeno|5964
8456|Das Graças|5964
8566|Roça Grande|5964
8620|Alto Boqueirão|6015
8625|Bacacheri|6015
8626|Bairro Alto|6015
8627|Barreirinha|6015
8628|Batel|6015
8630|Boa Vista|6015
8632|Boqueirão|6015
8633|Butiatuvinha|6015
8635|Cachoeira|6015
8636|Cajuru|6015
8638|Campo Comprido|6015
8641|Capão da Imbuia|6015
8645|Centro|6015
8647|Cidade Industrial|6015
8648|Cristo Rei|6015
8652|Guabirotuba|6015
8655|Hugo Lange|6015
8657|Jardim das Américas|6015
8662|Mercês|6015
8664|Novo Mundo|6015
8668|Pinheirinho|6015
8669|Portão|6015
8671|Rebouças|6015
8673|Santa Cândida|6015
8674|Santa Felicidade|6015
8682|Seminário|6015
8683|Sítio Cercado|6015
8685|Tarumã|6015
8686|Tatuquara|6015
8687|Tingui|6015
8688|Uberaba|6015
8692|Xaxim|6015
8698|Centro|6091
8702|Cohapar II|6091
8706|Vila Residencial A|6091
8708|Vila C|6091
8717|Conjunto Residencial Sol de Maio|6091
8733|Jardim Bandeirantes|6091
8777|Jardim Evangélico|6091
8855|Loteamento Campos do Iguaçu|6091
8900|Porto Belo|6091
8924|Vila Portes|6091
8943|Miniguaçu|6094
8948|Pinheirinho|6094
8958|Batel|6131
8960|Boqueirão|6131
8965|Industrial|6131
8966|Jardim das Américas|6131
8967|Morro Alto|6131
8972|Trianon|6131
8973|Vila Bela|6131
8976|Centro|6257
8978|Getúlio Vargas|6257
8989|Aeroporto|6268
9040|Brasília|6268
9042|Cafezal|6268
9063|Centro|6268
9134|Esperança|6268
9243|Jardim Rosicler|6268
9280|Leonor|6268
9285|Lindóia|6268
9291|Luiz de Sá|6268
9323|Nova Olinda|6268
9433|Jardim Tabapuã|6268
9449|Vale das Araucárias|6268
9504|Conjunto Habitacional Inocente Vila Nova Júnior|6308
9513|Conjunto Habitacional Sol Nascente|6308
9518|Conjunto João de Barro Porto Seguro II|6308
9534|Conjunto Residencial Rodolpho Bernardi|6308
9544|Jardim Alvorada|6308
9620|Jardim Tupinambá|6308
9661|Parque Residencial Tuiuti|6308
9675|Vila Nova|6308
9680|Vila Santa Izabel|6308
9721|Emboguaçu|6418
9751|Vila Guarani|6418
9752|Vila Paranaguá|6418
9824|Jardim São Jorge|6420
9856|Brasília|6427
9858|Centro|6427
9861|Fraron|6427
9862|Dal' Ross|6427
9987|Guarituba|6460
10001|Jardim dos Estados 3|6460
10014|Jardim Santa Mônica|6460
10035|Planta Araçatuba|6460
10067|Planta Santa Clara|6460
10128|Cará-cará|6471
10130|Chapada|6471
10131|Colônia Dona Luíza|6471
10132|Contorno|6471
10134|Jardim Carvalho|6471
10135|Neves|6471
10136|Nova Rússia|6471
10141|Periquitos|6471
10142|Ronda|6471
10143|Uvaranas|6471
10145|Águas Belas|6656
10154|Cidade Jardim|6656
10160|Guatupê|6656
10165|Rio Pequeno|6656
10166|Roseira|6656
10167|São Cristóvão|6656
10181|Jardim Ana Elisa|6709
10187|Jardim Cruzeiro|6709
10196|Jardim Europa|6709
10201|Jardim Independência|6709
10203|Jardim Independência III|6709
10210|Jardim Nova Independência I|6709
10249|Parque Limeira Área III|6754
10261|Jardim Bonavila|6754
10280|Vila Santa Rita|6754
10295|São Francisco|6770
10358|Vila Industrial|6770
10359|Vila Pioneiro|6770
10453|Arthur Catalddi|6862
10463|Carvão|6862
10485|Oficinas Velhas|6862
10486|Parque Almirante|6862
10506|São Luís|6862
10517|Ano Bom|6863
10527|Boa Vista III|6863
10564|Metalúrgico|6863
10571|Morada do Vale|6863
10623|Vila Nova|6863
10630|9 de Abril|6863
10634|Andrade Araujo|6865
10647|Centro|6865
10660|Bom Pastor|6865
10687|Jardim Tupiara|6865
10694|Malhapão|6865
10712|Parque Colonial|6865
10716|Parque Floresta|6865
10732|Parque São Bernardo|6865
10751|Santa Emilia|6865
10759|Shangri-lá|6865
10763|Sitio Retiro Feliz|6865
10802|Vila Verde|6865
10819|Jardim Caiçara|6873
10825|Peró|6873
10831|Manoel Correa|6873
10839|Parque Riviera|6873
10853|Bosque das Acácias|6881
10857|Centro|6881
10878|Parque Aeroporto|6881
10884|Parque Boa Vista|6881
10900|Parque Fundão|6881
10904|Parque Jardim Carioca|6881
10907|Parque Jóquei Club|6881
10930|Parque São Caetano|6881
10942|Parque Vera Cruz|6881
10957|Centro|6912
10960|Chácaras Rio-Petrópolis|6912
10968|Graças|6912
10980|Jardim Gramacho|6912
10983|Jardim Leal|6912
10984|Jardim Líder|6912
10989|Jardim Olavo Bilac|6912
10995|Jardim Primavera|6912
11022|Parque Capivari|6912
11032|Parque Felicidade|6912
11036|Parque Independência|6912
11042|Parque Moderno|6912
11048|Parque Paulista|6912
11060|Parque Senhor do Bonfim|6912
11070|Santa Lúcia|6912
11076|Silva|6912
11080|Vila Actura|6912
11103|Vila Leopoldina|6912
11111|Vila Rosário|6912
11112|Vila Santa Alice|6912
11113|Vila Santa Cruz|6912
11114|Vila Santo Antônio|6912
11127|Águas Lindas|6943
11130|Brisa Mar|6943
11136|Chaperó|6943
11139|Coroa Grande|6943
11148|Ilha da Madeira|6943
11163|Parque Jocimar|6943
11208|Jardim Delamare|6955
11217|Jardim São João|6955
11223|Laranjal Santo Antônio|6955
11240|Parque Marabá|6955
11258|Santa Terezinha|6955
11262|São Jorge|6955
11266|Vila Carmelita|6955
11285|Alto Cajueiros|6962
11288|Barra de Macaé|6962
11298|Cavaleiros|6962
11299|Centro|6962
11311|Lagomar|6962
11320|Ajuda|6962
11328|Parque Aeroporto|6962
11344|Visconde de Araújo|6962
11360|Camboinhas|6989
11362|Caramujo|6989
11365|Cubango|6989
11369|Fonseca|6989
11371|Icaraí|6989
11374|Itacoatiara|6989
11375|Itaipu|6989
11376|Ititioca|6989
11389|Mata Paca|6989
11393|Piratininga|6989
11412|Braunes|6993
11416|Centro|6993
11419|Conselheiro Paulino|6993
11437|Olaria|6993
11438|Parque Dom João VI|6993
11475|Austin (Nova Iguaçu)|6994
11476|Autódromo|6994
11480|Bela Vista|6994
11491|Califórnia|6994
11498|Ponto Chic|6994
11501|Cidade Jardim Parque Estoril|6994
11506|Cuiabá|6994
11522|Floresta|6994
11541|Iolanda|6994
11562|Jardim Iguaçu|6994
11578|Jardim Nova Era|6994
11580|Jardim Palmares|6994
11594|Jardim Tropical|6994
11605|Kennedy|6994
11624|Comendador Soares|6994
11650|Geneciano|6994
11651|Parque Horizonte|6994
11700|Santa Eugênia|6994
11786|Vila Santa Teresinha de Jesus|6994
11793|Vila São Luis|6994
11810|Araras|7012
11818|Cascatinha|7012
11819|Castelanea|7012
11825|Corrêas|7012
11827|Duarte Silveira|7012
11833|Fazenda Inglesa|7012
11838|Itaipava|7012
11839|Itamarati|7012
11844|Mosela|7012
11845|Nogueira|7012
11864|Saldanha Marinho|7012
11981|Parque Eldorado|7031
12005|Parque Valdairosa|7031
12011|Queimados|7031
12065|Vila Nanci|7031
12090|Alegria|7035
12091|Alvorada|7035
12145|Acari|7043
12147|Alto da Boa Vista|7043
12148|Anchieta|7043
12150|Anil|7043
12152|Baia de Guanabara|7043
12154|Bangu|7043
12155|Barra da Tijuca|7043
12158|Benfica|7043
12161|Botafogo|7043
12170|Campo Grande|7043
12171|Cascadura|7043
12173|Catumbi|7043
12175|Centro|7043
12176|Cidade de Deus|7043
12177|Cidade Nova|7043
12180|Coelho Neto|7043
12182|Copacabana|7043
12185|Cosmos|7043
12195|Engenho da Rainha|7043
12200|Freguesia (Ilha do Governador)|7043
12210|Guaratiba|7043
12211|Higienópolis|7043
12214|Inhaúma|7043
12215|Inhoaíba|7043
12216|Ipanema|7043
12217|Irajá|7043
12219|Itanhangá|7043
12222|Jacarepaguá|7043
12223|Jardim América|7043
12224|Jardim Botânico|7043
12225|Jardim Carioca|7043
12226|Jardim Guanabara|7043
12240|Magalhães Bastos|7043
12241|Mangueira|7043
12242|Manguinhos|7043
12244|Marechal Hermes|7043
12245|Maria da Graça|7043
12246|Méier|7043
12250|Olaria|7043
12251|Oswaldo Cruz|7043
12252|Paciência|7043
12253|Padre Miguel|7043
12257|Pavuna|7043
12262|Piedade|7043
12263|Pilares|7043
12265|Portuguesa|7043
12266|Praça da Bandeira|7043
12267|Praça Seca|7043
12268|Praia da Bandeira|7043
12270|Quintino Bocaiúva|7043
12271|Ramos|7043
12272|Realengo|7043
12276|Ricardo de Albuquerque|7043
12283|Santa Cruz|7043
12284|Santa Teresa|7043
12285|Santíssimo|7043
12288|São Cristóvão|7043
12292|Senador Camará|7043
12293|Senador Vasconcelos|7043
12294|Sepetiba|7043
12295|Tanque|7043
12296|Taquara|7043
12297|Tauá|7043
12298|Tijuca|7043
12305|Urca|7043
12311|Vigário Geral|7043
12317|Vila Militar|7043
12324|Amendoeira|7067
12340|Colubande|7067
12343|Engenho Pequeno|7067
12345|Galo Branco|7067
12347|Guaxindiba|7067
12350|Itaoca|7067
12351|Itaúna|7067
12355|Jardim Catarina|7067
12360|Laranjal|7067
12366|Maria Paula|7067
12368|Monjolos|7067
12376|Nova Cidade|7067
12387|Porto do Rosa|7067
12388|Porto Novo|7067
12395|Rocha|7067
12400|Santa Isabel|7067
12418|Agostinho Porto|7069
12421|Coelho da Rocha|7069
12434|Jardim José Bonifácio|7069
12438|Jardim Meriti|7069
12464|Parque Tietê|7069
12468|Tomazinho|7069
12480|Vila Jurandir|7069
12489|Vila São João|7069
12499|Albuquerque|7102
12524|Caleme|7102
12525|Campanha|7102
12531|Carlos Guinle|7102
12532|Cascata do Imbuí|7102
12624|Vargem Grande|7102
12634|Boa União|7107
12635|Caixa D'Água|7107
12637|Centro|7107
12642|Monte Castelo|7107
12644|Moura Brasil|7107
12654|Santa Teresinha|7107
12657|Vila Isabel|7107
12663|Água Limpa|7121
12670|Brasilândia|7121
12671|Caieira|7121
12678|Conforto|7121
12696|Jardim Veneza|7121
12697|Jardim Vila Rica - Tiradentes|7121
12698|Laranjal|7121
12705|Morro da Conquista|7121
12708|Nossa Senhora das Graças|7121
12717|Retiro|7121
12729|São João|7121
12735|Siderlândia|7121
12752|Abolição|7220
12753|Aeroporto|7220
12756|Alto de São Manoel|7220
12759|Belo Horizonte|7220
12773|Presidente Costa e Silva|7220
12779|Candelária|7221
12780|Capim Macio|7221
12781|Cidade Alta|7221
12782|Cidade da Esperança|7221
12784|Dix-Sept Rosado|7221
12785|Felipe Camarão|7221
12787|Igapó|7221
12788|Lagoa Azul|7221
12789|Lagoa Nova|7221
12792|Neópolis|7221
12794|Nossa Senhora da Apresentação|7221
12796|Nova Descoberta|7221
12797|Pajuçara|7221
12800|Pitimbu|7221
12801|Ponta Negra|7221
12802|Potengi|7221
12804|Quintas|7221
12805|Redinha|7221
12810|Tirol|7221
12814|Jardim Jorge Teixeira|7315
12817|Parque das Gemas|7315
12820|Setor 01|7315
12821|Setor 10|7315
12822|Setor 11|7315
12827|Setor 06|7315
12830|Setor 09|7315
12832|Centro|7319
12840|Liberdade|7319
12853|Centro|7336
12857|Jardim dos Migrantes|7336
12860|Nova Brasília|7336
12862|Primavera|7336
12878|Caladinho|7352
12893|Três Marias|7352
12894|Juscelino Kubitschek|7352
12908|Costa e Silva|7352
12919|Flodoaldo Pontes Pinto|7352
12925|Lagoa|7352
12930|Mato Grosso|7352
12938|Nova Floresta|7352
12939|Nova Porto Velho|7352
12957|São João Bosco|7352
12958|São Sebastião|7352
12962|Triângulo|7352
12977|Calungá|7375
12989|Mecejana|7375
12997|São Vicente|7375
13002|Balneário Caverá|7396
13006|Centro|7396
13031|Aparecida|7408
13034|Jardim Algarve|7408
13035|Maria Regina|7408
13036|Maringá|7408
13037|Passo do Feijó|7408
13038|Piratini|7408
13040|Sumaré|7408
13045|Castro Alves|7439
13052|Passo do Príncipe|7439
13064|Barcelos|7501
13087|Santo Antônio|7501
13110|Vila Eunice Nova|7502
13126|Vila Vista Alegre|7502
13128|Estância Velha|7533
13131|Marechal Rondon|7533
13136|Rio Branco|7533
13139|Igara|7533
13143|Bela Vista|7566
13145|Charqueadas|7566
13147|Cristo Redentor|7566
13162|Madureira|7566
13163|Marechal Floriano|7566
13165|Medianeira|7566
13175|Sagrada Família|7566
13177|Salgado Filho|7566
13178|Santa Catarina|7566
13181|São Ciro|7566
13186|Serrano|7566
13191|Centro|7632
13246|Parque Primavera|7697
13249|Tamandaré|7697
13251|São Sebastião|7697
13261|Três Portos|7697
13262|Águas Mortas|7748
13263|Barnabé|7748
13266|Bom Sucesso|7748
13267|Caça e Pesca|7748
13273|COHAB B|7748
13281|Jansen|7748
13282|Jardim do Cedro|7748
13289|Monte Belo|7748
13291|Morada do Vale II|7748
13292|Morada do Vale III|7748
13301|Parque Florido|7748
13302|Parque Ipiranga|7748
13303|Parque Itacolomi|7748
13309|Recanto Corcunda|7748
13332|Canudos|7918
13335|Hamburgo Velho|7918
13339|Lomba Grande|7918
13341|Operário|7918
13342|Ouro Branco|7918
13344|Petrópolis|7918
13345|Primavera|7918
13350|Santo Afonso|7918
13388|Vila Victor Issler|7953
13398|São Cristóvão|7953
13400|São José|7953
13434|Petrópolis|7953
13442|Santa Marta|7953
13449|Vera Cruz|7953
13453|Areal|7965
13454|Centro|7965
13455|Fragata|7965
13456|Laranjal|7965
13457|Porto|7965
13459|Três Vendas|7965
13460|Aberta dos Morros|7994
13467|Belém Novo|7994
13469|Boa Vista|7994
13471|Bom Jesus|7994
13473|Cascata|7994
13475|Centro Histórico|7994
13478|Cidade Baixa|7994
13480|Cristal|7994
13483|Farrapos|7994
13486|Glória|7994
13490|Humaitá|7994
13491|Independência|7994
13492|Ipanema|7994
13497|Jardim Itu Sabará|7994
13498|Jardim Lindóia|7994
13500|Lageado|7994
13502|Lomba do Pinheiro|7994
13505|Menino Deus|7994
13511|Partenon|7994
13512|Passo da Areia|7994
13515|Petrópolis|7994
13518|Protásio Alves|7994
13519|Restinga|7994
13521|Rubem Berta|7994
13523|Santa Maria Goretti|7994
13531|Sarandi|7994
13539|Vila Ipiranga|7994
13541|Vila João Pessoa|7994
13544|Bolaxa|8041
13545|Cassino|8041
13562|Profilurbi|8041
13580|Zona Portuária|8041
13581|Arroio Grande|8079
13584|Centro|8079
13602|Universitário|8079
13611|Tancredo Neves|8087
13613|Juscelino Kubitschek|8087
13615|Nossa Senhora Medianeira|8087
13620|Pinheiro Machado|8087
13622|Patronato|8087
13634|Aliança|8104
13651|Haller|8104
13684|Rosenthal|8104
13695|Arroio da Manteiga|8146
13698|Campina|8146
13701|Duque de Caxias|8146
13702|Feitoria|8146
13718|Scharlau|8146
13719|Vicentina|8146
13725|Colonial|8181
13727|Fortuna|8181
13728|Freitas|8181
13740|Primor|8181
13750|Centro|8278
13766|Vila Júlia|8278
13768|Estalagem|8294
13770|Jardim Krahe|8294
13775|Planalto|8294
13778|Santa Isabel|8294
13781|São Tomé|8294
13782|Sitio São José|8294
13783|Tarumã|8294
13784|Viamópolis|8294
13785|Vila Augusta|8294
13788|Badenfurt|8377
13797|Itoupava Central|8377
13798|Itoupava Norte|8377
13800|Itoupavazinha|8377
13802|Passo Manso|8377
13805|Progresso|8377
13806|Ribeirão Fresco|8377
13807|Do Salto|8377
13809|Salto Weissbach|8377
13811|Valparaiso|8377
13812|Velha|8377
13817|Águas Claras|8390
13818|Azambuja|8390
13819|Bateas|8390
13822|Dom Joaquim|8390
13827|Nova Brasília|8390
13831|Rio Branco|8390
13833|Santa Rita|8390
13834|Santa Terezinha|8390
13835|São Luiz|8390
13838|Steffen|8390
13844|Cristo Rei|8419
13849|Jardim Itália|8419
13850|Líder|8419
13853|Passo dos Fortes|8419
13854|Presidente Médici|8419
13857|Santa Maria|8419
13860|São Pedro|8419
13871|Colonial|8430
13873|Comerciário|8430
13875|Cruzeiro do Sul|8430
13883|Metropol|8430
13886|Mina do Mato|8430
13891|Nossa Senhora da Salete|8430
13899|Quarta Linha|8430
13901|Sangão|8430
13902|Santa Augusta|8430
13904|Santa Catarina|8430
13913|São Simão|8430
13922|Agronômica|8452
13925|Barra da Lagoa|8452
13931|Campeche|8452
13932|Canasvieiras|8452
13933|Capoeiras|8452
13936|Centro|8452
13944|Ingleses do Rio Vermelho|8452
13947|Jardim Atlântico|8452
13950|Lagoa da Conceição|8452
13952|Pantanal|8452
13959|São João do Rio Vermelho|8452
13960|Saco dos Limões|8452
13961|Saco Grande|8452
13966|Trindade|8452
13972|Centro|8507
13976|Fazenda|8507
13982|Ressacada|8507
13985|São João|8507
13987|São Vicente|8507
13993|Barra do Rio Molha|8518
13995|Centro|8518
13998|Estrada Nova|8518
13999|Ilha da Figueira|8518
14000|Jaraguá Esquerdo|8518
14003|Nereu Ramos|8518
14019|Vila Lalau|8518
14027|Boa Vista|8521
14032|Comasa|8521
14033|Costa e Silva|8521
14036|Fátima|8521
14042|Itinga|8521
14047|João Costa|8521
14048|Morro do Meio|8521
14049|Nova Brasília|8521
14050|Paranaguamirim|8521
14052|Pirabeiraba (Pirabeiraba)|8521
14067|Caroba|8525
14069|Centenário|8525
14072|Conta Dinheiro|8525
14073|Copacabana|8525
14074|Coral|8525
14079|Gethal|8525
14106|Santa Maria|8525
14107|Santa Mônica|8525
14120|Universitário|8525
14137|Ponte do Imaruim|8589
14138|Praia de Fora|8589
14144|Bela Vista|8700
14148|Fazenda Santo Antônio|8700
14149|Forquilhas|8700
14152|São Luiz|8700
14155|Picadas do Sul|8700
14159|Roçado|8700
14165|Centro|8742
14178|Passo do Gado|8742
14185|São João (Margem Esquerda)|8742
14191|Aeroporto|8770
14194|Bugio|8770
14197|Cidade Nova|8770
14200|Dezoito do Forte|8770
14201|Farolândia|8770
14203|Grageru|8770
14204|Inácio Barbosa|8770
14205|Industrial|8770
14208|Jardins|8770
14211|Luzia|8770
14212|Zona de Expansão (Mosqueiro)|8770
14215|Palestina|8770
14216|Pereira Lobo|8770
14219|Zona de Expansão (Robalo)|8770
14221|Santo Antônio|8770
14222|Santos Dumont|8770
14223|São Conrado|8770
14228|Santa Maria|8770
14231|Antônio Zanaga I|8883
14246|Centro|8883
14257|Iate Clube de Americana|8883
14271|Jardim Girassol|8883
14281|Jardim Nossa Senhora Aparecida|8883
14289|Jardim Santana|8883
14295|Jardim São Roque|8883
14312|Parque Dom Pedro II|8883
14342|São Sebastião|8883
14356|Vila Louricilda|8883
14376|Centro|8886
14417|Jardim Santa Helena|8886
14431|Jardim Silvestre I|8886
14480|Vila Feltrini|8891
14494|Bairro das Bandeiras|8907
14511|Chácaras TV|8907
14512|Chácaras Versalhes|8907
14516|Conjunto Habitacional Clóvis Valentin Picolotto|8907
14519|Conjunto Habitacional Ezequiel Barbosa|8907
14549|Dona Amélia|8907
14561|Jardim Nova Yorque|8907
14570|Primavera|8907
14577|Morada dos Nobres|8907
14588|São João|8907
14590|São Vicente|8907
14609|Chácara Flora Araraquara|8912
14663|Jardim Eliana|8912
14668|Jardim Guanabara|8912
14686|Jardim Padre Anchieta|8912
14688|Jardim Panorama|8912
14697|Jardim Residencial Água Branca|8912
14703|Jardim Roberto Selmi Dei|8912
14708|Jardim Santa Lúcia|8912
14745|Residencial Cambuy|8912
14769|Vila Melhado|8912
14781|Vila Santana|8912
14790|Vila Yamada|8912
14822|Jardim José Ometto II|8913
14824|Jardim Luiza Maria|8913
14856|Parque Industrial|8913
14858|Parque Tiradentes|8913
14862|Vila Dona Rosa Zurita|8913
14877|Centro|8926
14902|Núcleo Habitacional Dirceu Gomes Cervilha|8926
14904|Parque das Flores|8926
14914|Vila Cambuí|8926
14924|Vila Funari|8926
14928|Vila Maria|8926
14943|Vila Ribeiro|8926
14966|Alvinópolis|8928
14967|Atibaia Belvedere|8928
14978|Centro|8928
15027|Jardim Alvinópolis|8928
15029|Jardim do Lago|8928
15036|Jardim Estância Brasil|8928
15066|Jardim Sueli|8928
15115|Retiro das Fontes|8928
15135|Loteamento Loanda|8928
15178|Jardim Boa Vista|8933
15184|Jardim Paraíso|8933
15197|Loteamento Terras de São José|8933
15198|Morada do Sol|8933
15252|City Barretos|8954
15256|Cristiano de Carvalho|8954
15259|Distrito Industrial II|8954
15282|Jardim Nova Barretos|8954
15285|Jardim Silvia|8954
15286|Jardim Soares|8954
15367|Jardim dos Camargos|8956
15368|Jardim Esperança|8956
15372|Jardim Itaparica|8956
15373|Jardim Itaquiti|8956
15451|Centro|8961
15544|Jardim Mary|8961
15581|Novo Jardim Pagani|8961
15584|Núcleo Habitacional José Regino|8961
15585|Núcleo Habitacional Mary Dota|8961
15592|Núcleo Residencial Edison Bastos Gasparini|8961
15606|Parque Fortaleza|8961
15613|Parque Júlio Nóbrega|8961
15620|Parque Residencial Castelo|8961
15623|Parque Residencial Jardim Araruna|8961
15626|Parque Santa Cândida|8961
15659|Tangarás|8961
15660|Vale do Igapó|8961
15703|Vila Industrial|8961
15724|Vila Nova Santa Luzia|8961
15745|Vila Santa Rosa|8961
15746|Vila Santa Tereza|8961
15755|Vila São Paulo|8961
15769|Centro|8962
15781|Jardim Casagrande|8962
15797|Jardim Menino Deus I|8962
15825|Residencial Vale do Sol|8962
15869|Jardim Jussara Maria|8969
15886|Jardim São Conrado|8969
15888|Jardim São Genaro|8969
15914|Recanto Verde|8969
15932|Vila Guanabara|8969
15971|Conjunto Residencial Indamar|8989
15987|Jardim Cristina|8989
16001|Jardim Paraíso II|8989
16076|Vila Santa Clara|8989
16090|Centro|8992
16130|Jardim Santa Rita de Cássia|8992
16133|Jardim São José|8992
16174|Vila Municipal|8992
16196|Jardim Caçapava|9005
16230|Vila Galvão|9005
16267|Bosque das Palmeiras|9025
16271|Cambuí|9025
16306|Cidade Jardim|9025
16315|Conjunto Habitacional Padre Anchieta|9025
16316|Conjunto Habitacional Parque Itajaí|9025
16319|Conjunto Habitacional Vida Nova|9025
16326|Conjunto Residencial Parque São Bento|9025
16336|Dic V (Conjunto Habitacional Chico Mendes)|9025
16341|Parque Rural Fazenda Santa Cândida|9025
16350|Jardim Adhemar de Barros|9025
16382|Jardim Bom Retiro|9025
16395|Jardim Campos Elíseos|9025
16401|Jardim Chapadão|9025
16411|Jardim dos Oliveiras|9025
16414|Jardim do Lago|9025
16455|Jardim Leonor|9025
16487|Jardim Nossa Senhora Auxiliadora|9025
16493|Jardim Nova Mercedes|9025
16494|Jardim Nova Morada|9025
16518|Jardim Planalto de Viracopos|9025
16558|Jardim São Domingos|9025
16580|Jardim Sorirama (Sousas)|9025
16593|Loteamento Caminhos de São Conrado (Sousas)|9025
16606|Loteamento Residencial Novo Mundo|9025
16638|Parque Fazendinha|9025
16669|Parque Residencial Vila União|9025
16670|Parque Santa Bárbara|9025
16674|Parque São Quirino|9025
16689|Recanto dos Dourados|9025
16709|Sousas|9025
16734|Vila Castelo Branco|9025
16792|Vila Nova|9025
16800|Vila Palmeiras I|9025
16835|Vila Tancredo Neves|9025
16836|Vila Teixeira|9025
16864|Jardim Europa|9026
16866|Jardim Guanciale|9026
16868|Jardim Marcheti|9026
16875|Jardim Santa Lúcia|9026
16917|Jardim Alvorada|9037
16919|Jardim Cruzeiro|9037
16936|Vila Nova Capão Bonito|9037
16938|Vila Santa Isabel|9037
16956|Indaiá|9043
16971|Massaguaçu|9043
16972|Morro do Algodão|9043
