id_bairro|bairro|id_cidade
3243|Santa Luzia|2735
3245|Santa Tereza I|2735
3254|São Sebastião|2735
3278|Belvedere|2754
3279|Betânia|2754
3281|Bonfim|2754
3284|Braúnas|2754
3286|Cabana do Pai Tomás|2754
3289|Caiçaras|2754
3290|Calafate|2754
3291|Califórnia|2754
3303|Castelo|2754
3305|Centro|2754
3321|Conjunto Califórnia|2754
3340|Cruzeiro|2754
3346|Dom Silvério|2754
3352|Estoril|2754
3360|Floramar|2754
3366|Goiânia|2754
3372|Havaí|2754
3377|Indaiá|2754
3385|Itaipu (Barreiro)|2754
3391|Jardim Alvorada|2754
3392|Jardim América|2754
3397|Jardim dos Comerciários (Venda Nova)|2754
3404|Paquetá|2754
3406|Minaslândia (P Maio)|2754
3407|Jardim Vitória|2754
3409|João Pinheiro|2754
3411|Juliana|2754
3412|Lagoa|2754
3418|Liberdade|2754
3426|Mangabeiras|2754
3427|Mangueiras (Barreiro)|2754
3435|Milionários (Barreiro)|2754
3448|Nova Cachoeirinha|2754
3454|Nova Granada|2754
3459|Novo Aarão Reis|2754
3465|Ouro Preto|2754
3468|Palmares|2754
3471|Paraíso|2754
3494|Planalto|2754
3500|Providência|2754
3503|Ribeiro de Abreu|2754
3506|Santa Amélia|2754
3507|Santa Branca|2754
3516|Santa Lúcia|2754
3521|Santa Tereza|2754
3522|Santo Agostinho|2754
3537|São Marcos|2754
3549|Serrano|2754
3557|Tirol (Barreiro)|2754
3560|Tupi A|2754
3572|Vila Cloris|2754
3583|Nossa Senhora de Fátima|2754
3622|Centro|2762
3635|Filadélfia|2762
3646|Ingá|2762
3647|Itacolomi|2762
3650|Jardim Casa Branca|2762
3657|Jardim Teresópolis|2762
3660|Laranjeiras|2762
3667|Niterói|2762
3688|Santa Cruz|2762
3689|Santa Fé|2762
3692|Santo Afonso|2762
3700|Vianópolis|2762
3757|Izabel Tavares|2909
3758|Jardim|2909
3760|Jardim Bandeirantes II|2909
3769|Paraíso|2909
3773|Santa Clara|2909
3795|Bernardo Monteiro|2980
3800|Camilo Alves|2980
3803|Carajás|2980
3837|Industrial|2980
3860|Morada Nova|2980
3861|Arvoredo|2980
3869|Novo Progresso|2980
3889|Santa Cruz Industrial|2980
3894|Santa Terezinha|2980
3905|Três Barras|2980
3906|Tropical|2980
3908|Vale das Amendoeiras|2980
3912|Vila Beneves|2980
3913|Vila Boa Vista|2980
3921|Vila Pérola|2980
3925|Xangri-Lá|2980
3942|Giovanini|2990
3949|Melo Viana|2990
3961|Recanto Verde|2990
3998|Centro|3047
4027|Halin Souki|3047
4028|Icaraí|3047
4034|Itaí|3047
4040|Jardim das Acácias|3047
4044|Jardinópolis|3047
4061|Nossa Senhora da Conceição|3047
4088|Santa Rosa|3047
4090|Santo André|3047
4101|São Lucas|3047
4127|Capim|3169
4139|Jardim Alice|3169
4143|Jardim Pérola|3169
4150|Morada do Acampamento|3169
4155|Palmeiras|3169
4161|Sagrada Família|3169
4163|Santa Helena|3169
4166|Santa Terezinha|3169
4177|Sir|3169
4186|Vila Isa|3169
4197|Bethânia|3229
4199|Bom Retiro|3229
4201|Caravelas|3229
4202|Cariru|3229
4209|Esperança|3229
4216|Imbaúbas|3229
4219|Limoeiro|3229
4224|Vila Celeste|3229
4228|Alto Pereira|3234
4268|Madre Maria de Jesus|3234
4272|Nossa Senhora das Oliveiras|3234
4297|Vila Bethânia|3234
4320|Avenida|3245
4341|Santa Rosa|3245
4349|Vila Rubens|3245
4357|Chácara do Quitão|3267
4365|Graças|3267
4368|Itaunense II|3267
4370|Lourdes|3267
4371|Morada Nova|3267
4373|Nogueira Machado|3267
4400|Boa Esperança|3275
4406|Centro|3275
4413|Hélio|3275
4414|Independência|3275
4443|Setor Sul|3275
4444|Sol Nascente|3275
4446|Tupã|3275
4447|Universitário|3275
4453|Boa Vista|3304
4466|José Elói|3304
4496|Teresópolis|3304
4505|Bairu|3315
4522|Centro|3315
4538|Floresta|3315
4541|Grama|3315
4554|Jardim de Alá|3315
4568|Linhares|3315
4616|Santa Catarina|3315
4619|Santa Efigênia|3315
4621|Santa Luzia|3315
4628|Santo Antônio|3315
4629|Santos Anjos|3315
4638|São Pedro|3315
4671|Alto São João|3448
4683|Centro|3448
4691|Clarindo Lopes|3448
4698|Conjunto Cristo Rei|3448
4704|Dona Gregória|3448
4707|Edgar Pereira|3448
4711|Francisco Peres I|3448
4717|Interlagos|3448
4740|Melo|3448
4754|Regina Peres|3448
4756|Roxo Verde|3448
4759|Santa Eugênia|3448
4761|Santa Lúcia|3448
4769|Santo Inácio|3448
4771|Santos Reis|3448
4773|São José|3448
4774|São Judas Tadeu|3448
4780|Vargem Grande II|3448
4783|Vila Anália|3448
4785|Vila Atlântida|3448
4818|Vila Tiradentes|3448
4834|Jardim das Piteiras|3531
4849|Recanto da Lagoa|3531
4855|Santo Antônio|3531
4870|Vila Maria|3531
4930|São Benedito|3547
4946|Boa Vista|3549
4963|Ipanema|3549
4972|Jardim Panorâmico|3549
4981|Nossa Senhora de Fátima|3549
4982|Nova Floresta|3549
4986|Residencial Gramado|3549
4987|Residencial Monjolo|3549
4996|Várzea|3549
5026|Chácara São Francisco|3632
5036|Conjunto Habitacional Pedro Afonso Junqueira|3632
5065|Jardim do Ginásio|3632
5088|Jardim Quisisana|3632
5108|Da Saúde|3632
5148|Vila Brasil de Nossa Senhora Aparecida|3632
5162|Vila Rabelo|3632
5169|Centro|3641
5172|Esplanada|3641
5178|Nova Almeida|3641
5193|Triângulo|3641
5194|Triângulo Novo|3641
5224|Fortaleza (Justinópolis)|3689
5243|Maracanã I (Justinópolis)|3689
5260|San Genaro|3689
5293|Veneza|3689
5314|Centro|3724
5321|Esplanada|3724
5343|Rio Negro|3724
5345|Rosário|3724
5349|São José|3724
5384|Baronesa (São Benedito)|3749
5386|Bela Vista|3749
5391|Camelos|3749
5396|Conjunto Palmital (São Benedito)|3749
5399|Distrito Industrial Simão da Cunha|3749
5404|Duquesa II (São Benedito)|3749
5423|São Benedito|3749
5429|Vila Íris|3749
5440|Bonfim|3857
5446|Dom Bosco|3857
5453|Matozinhos|3857
5457|Portal Vila Rica (Colônia do Marçal)|3857
5466|São Geraldo|3857
5471|Senhor dos Montes|3857
5490|Aeroporto Industrial|3986
5507|Canadá|3986
5513|Cidade de Deus|3986
5516|Dante Lanza|3986
5525|Esmeraldas II|3986
5558|Montreal|3986
5570|Padre Teodoro|3986
5603|São Francisco de Assis|3986
5632|Esperança|4017
5642|Jardim Serra Verde|4017
5645|Manoel Pimenta|4017
5650|Novo Horizonte|4017
5663|Taquara|4017
5683|Macuco|4019
5688|Olaria|4019
5696|Santa Rita (Cachoeira do Vale)|4019
5710|Boa Vista|4047
5727|Conjunto José Vallim de Melo|4047
5728|Conjunto Manoel Mendes|4047
5733|Conjunto Pontal|4047
5738|Alfredo Freire II|4047
5784|Nossa Senhora da Abadia|4047
5807|Santos Dumont|4047
5809|São José|4047
5852|Cazeca|4048
5876|Daniel Fonseca|4048
5884|Gávea|4048
5897|Jardim Brasília|4048
5947|Pampulha|4048
5954|Granada|4048
5968|Residencial Gramado|4048
5975|Santa Luzia|4048
5977|Santa Mônica|4048
5978|Morumbi|4048
5985|Shopping Park|4048
5993|Tubalina|4048
6005|Vila Satélite|4048
6006|Vigilato Pereira|4048
6012|Bom Pastor|4066
6014|Centro|4066
6036|Jardim Mont Serrat|4066
6043|Jardim Simões|4066
6053|Parque Boa Vista|4066
6057|Parque Ileana|4066
6062|Parque São José|4066
6067|Santa Luiza|4066
6081|Vila Bueno|4066
6104|Vila São Geraldo|4066
6114|Cabreúva|4141
6117|Centro|4141
6122|Conjunto Aero Rancho|4141
6127|Conjunto Habitacional Jardim Talismã|4141
6132|Mata do Jacinto|4141
6133|Conjunto Residencial Octavio Pécora|4141
6140|Coophatrabalho|4141
6141|Coophavila II|4141
6144|Guanandi|4141
6145|Guanandi II|4141
6147|Jardim Aero Rancho|4141
6148|Jardim Aeroporto|4141
6165|Jardim Colibrí|4141
6166|Jardim Colúmbia|4141
6171|Jardim Imá|4141
6173|Jardim Itália|4141
6186|Jardim Morenão|4141
6190|Jardim Nossa Senhora do Perpétuo Socorro|4141
6193|Jardim Parati|4141
6196|Jardim Petrópolis|4141
6198|Jardim Presidente|4141
6200|Jardim Santa Emília|4141
6203|Jardim São Conrado|4141
6223|Monte Carlo|4141
6226|Nova Lima|4141
6231|Parque Atlântico|4141
6235|Parque dos Novos Estados|4141
6256|Santo Antônio|4141
6257|São Francisco|4141
6262|Tiradentes|4141
6264|Universitário|4141
6269|Vila Almeida|4141
6276|Vila Carvalho|4141
6294|Vila Marcos Roberto|4141
6298|Vila Moreninha II|4141
6303|Vila Nasser|4141
6306|Vila Nova Campo Grande|4141
6307|Vila Nova Capital|4141
6309|Vila Palmira|4141
6319|Vila Santa Luzia|4141
6327|Vila Vilas Boas|4141
6331|Centro América|4152
6351|Vila Mamona|4152
6353|Altos do Indaiá|4163
6364|Cohafaba II Plano|4163
6380|Jardim dos Estados|4163
6384|Jardim Independência|4163
6399|Jardim Santa Herminia|4163
6420|Vila Cachoeirinha|4163
6443|Centro|4263
6452|Jardim das Acácias|4263
6453|Jardim das Oliveiras|4263
6466|Jardim Planalto|4263
6503|Bela Vista|4347
6505|Bosque da Saúde|4347
6518|Distrito Industrial|4347
6520|Duque de Caxias I|4347
6533|Jardim Paulista|4347
6549|Osmar Cabral|4347
6550|Parque Atalaia|4347
6567|Santa Rosa|4347
6570|Cohab São Gonçalo|4347
6571|São José|4347
6580|Centro|4462
6588|Distrito Industrial|4462
6591|Jardim Belo Horizonte|4462
6594|Jardim Ipanema|4462
6597|Loteamento Monte Líbano|4462
6610|Jardim Tropical|4462
6619|Vila Aurora I|4462
6637|Centro Norte|4511
6638|Cristo Rei|4511
6642|Jardim dos Estados|4511
6644|Glória|4511
6660|Parque do Lago|4511
6662|Ponte Nova|4511
6671|Boa Esperança|4534
6682|Mutirão|4534
6694|Coqueiro|4539
6695|Distrito Industrial|4539
6696|Guanabara|4539
6699|Maguari|4539
6700|Marituba|4539
6702|Quarenta Horas (Coqueiro)|4539
6717|Campina|4565
6719|Canudos|4565
6722|Castanheira|4565
6724|Cidade Velha|4565
6725|Condor|4565
6726|Coqueiro|4565
6727|Cremação|4565
6728|Cruzeiro (Icoaraci)|4565
6731|Fátima|4565
6732|Guamá|4565
6736|Jurunas|4565
6737|Mangueirão|4565
6739|Maracacuera (Icoaraci)|4565
6741|Maracangalha|4565
6743|Marambaia|4565
6744|Marco|4565
6752|Paracuri (Icoaraci)|4565
6754|Parque Guajará (Icoaraci)|4565
6756|Pedreira|4565
6762|Sacramenta|4565
6763|São Brás|4565
6764|São Clemente|4565
6772|Terra Firme|4565
6773|Umarizal|4565
6808|Nova Olinda|4605
6820|Floresta|4651
6826|Belo Horizonte|4677
6833|Nova Marabá|4677
6866|Aeroporto Velho|4774
6867|Aldeia|4774
6876|Esperança|4774
6877|Fátima|4774
6879|Interventoria|4774
6882|Livramento|4774
6886|Nova República|4774
6891|Santana|4774
6892|Santarenzinho|4774
6900|Colorado|4824
6910|Matinha|4824
6915|São José|4824
6919|Terra Prometida|4824
6922|Centro|4846
6923|Itamarati|4846
6927|Tanaka|4846
6941|Tambay|4876
6944|Bodocongó|4904
6946|Catolé|4904
6956|José Pinheiro|4904
6963|Palmeira|4904
6967|São José|4904
6972|Alto do Mateus|4964
6974|Brisamar|4964
6976|Castelo Branco|4964
6977|Centro|4964
6979|Trincheiras|4964
6980|Costa e Silva|4964
6981|Cristo Redentor|4964
6985|Ernesto Geisel|4964
6990|Indústrias|4964
6991|Ipês|4964
6993|Jardim Cidade Universitária|4964
6998|José Américo de Almeida|4964
7001|Mangabeira|4964
7003|Miramar|4964
7005|Varjão|4964
7009|Tambaú|4964
7012|Torre|4964
7014|Valentina de Figueiredo|4964
7015|Varadouro|4964
7016|Belo Horizonte|5017
7018|Centro|5017
7030|Jardim Magnólia|5017
7050|Municípios|5066
7051|Popular|5066
7052|Vila Tibiri|5066
7059|Centro|5114
7062|Gato Preto|5114
7066|Jardim Iracema|5114
7073|Várzea da Cruz|5114
7075|Alto São Miguel|5135
7076|Caetés I|5135
7077|Caetés II|5135
7078|Caetés III|5135
7079|Jardim Caetés|5135
7083|Fosfato|5135
7085|Planalto|5135
7087|Boa Vista|5154
7093|São Cristóvão|5154
7098|Centro|5189
7114|Aldeia dos Camarás|5198
7116|Jardim Primavera|5198
7118|Tabatinga|5198
7121|Bairro Novo|5214
7133|Cedro|5216
7135|Cidade Alta|5216
7137|Indianópolis|5216
7140|Maurício de Nassau|5216
7141|Morro do Bom Jesus|5216
7142|Nossa Senhora das Dores|5216
7146|Riachão|5216
7147|Salgado|5216
7154|Heliópolis|5259
7155|Magano|5259
7156|Novo Heliópolis|5259
7157|Santo Antônio|5259
7159|Bairro Novo|5264
7160|Alto da Boa Vista|5264
7162|Cruzeiro|5264
7163|Santana|5264
7165|Alpes Suiços|5264
7171|Centro|5281
7177|Barra de Jangada|5302
7179|Cajueiro Seco|5302
