Cep Inicial|Cep Final|Bairro|Cidade|Estado
11040310|11040310|Aparecida|Santos|SP
11045901|11045901|Boqueirão|Santos|SP
11060430|11060430|Gonzaga|Santos|SP
11081420|11081420|Morro São Bento|Santos|SP
11090050|11090050|Chico de Paula|Santos|SP
11095550|11095550|Alemoa|Santos|SP
11330770|11330770|Vila Margarida|São Vicente|SP
11340370|11340370|Esplanada dos Barreiros|São Vicente|SP
11347710|11347710|Jardim Irmã Dolores|São Vicente|SP
11348390|11348390|Parque Continental|São Vicente|SP
11365000|11365000|Parque São Vicente|São Vicente|SP
11390080|11390080|Vila Valença|São Vicente|SP
11390590|11390590|Catiapoa|São Vicente|SP
11445450|11445450|Acapulco|Guarujá|SP
11461540|11461540|Sítio Paecara (Vicente de Carvalho)|Guarujá|SP
11500170|11500170|Jardim São Francisco|Cubatão|SP
11523150|11523150|Vila São José|Cubatão|SP
11535080|11535080|Vila Caraguata|Cubatão|SP
11542090|11542090|Vale Verde|Cubatão|SP
11570000|11570000|Jardim das Indústrias|Cubatão|SP
11661210|11661210|Sumaré|Caraguatatuba|SP
11665555|11665555|Indaiá|Caraguatatuba|SP
11666490|11666490|Praia das Palmeiras|Caraguatatuba|SP
11667370|11667370|Jardim Porto Novo|Caraguatatuba|SP
11669350|11669350|Travessão|Caraguatatuba|SP
11671230|11671230|Morro do Algodão|Caraguatatuba|SP
11675615|11675642|Rio do Ouro|Caraguatatuba|SP
11676248|11676248|Recanto Som do Mar|Caraguatatuba|SP
11676330|11676330|Portal da Fazendinha|Caraguatatuba|SP
11676535|11676535|Capricórnio I|Caraguatatuba|SP
11676691|11676691|Capricórnio III|Caraguatatuba|SP
11676706|11676706|Capricónio III|Caraguatatuba|SP
11677532|11677532|Massaguaçu|Caraguatatuba|SP
11677560|11677560|Jardim Adalgisa|Caraguatatuba|SP
11700805|11700805|Canto do Forte|Praia Grande|SP
11704250|11704250|Ocian|Praia Grande|SP
11709100|11709100|Solemar|Praia Grande|SP
11710320|11710320|Cidade da Criança|Praia Grande|SP
11722100|11722100|Vila Sônia|Praia Grande|SP
11724250|11724250|Glória|Praia Grande|SP
12040630|12040630|Parque Senhor do Bonfim|Taubaté|SP
12060060|12060060|Vila Iapi|Taubaté|SP
12061000|12061000|Parque Santo Antônio|Taubaté|SP
12061440|12061440|Parque São Luís|Taubaté|SP
12080221|12080221|Conjunto Residencial São Francisco|Taubaté|SP
12090240|12090240|Campos Elíseos|Taubaté|SP
12093742|12093742|Loteamento Chácaras Ingrid|Taubaté|SP
12095200|12095200|Jardim Marlene Miranda|Taubaté|SP
12209270|12209270|Vila Maria|São José dos Campos|SP
12223105|12223105|Cidade Vista Verde|São José dos Campos|SP
12225520|12225520|Jardim das Cerejeiras|São José dos Campos|SP
12226370|12226370|Campos de São José|São José dos Campos|SP
12229072|12229072|Residencial Interlagos|São José dos Campos|SP
12230060|12230060|Jardim Satélite|São José dos Campos|SP
12230091|12230091|Floradas de São José|São José dos Campos|SP
12230440|12230551|Jardim Satélite|São José dos Campos|SP
12231510|12231510|Vila São Bento|São José dos Campos|SP
12232570|12232570|Conjunto Residencial Dom Pedro I|São José dos Campos|SP
12233003|12233003|Bosque dos Eucaliptos|São José dos Campos|SP
12234190|12234190|Jardim Imperial|São José dos Campos|SP
12235800|12235800|Parque Industrial|São José dos Campos|SP
12236066|12236066|Jardim Terras do Sul|São José dos Campos|SP
12237591|12237591|Loteamento Conjunto Morada do Sol II|São José dos Campos|SP
12238370|12238370|Chácaras Reunidas|São José dos Campos|SP
12243130|12243130|Jardim Apolo I|São José dos Campos|SP
12244310|12244511|Urbanova|São José dos Campos|SP
12245902|12245902|Jardim São Dimas|São José dos Campos|SP
12248515|12248515|Jardim Santa Inês II|São José dos Campos|SP
12285405|12285405|Residencial Esperança|Caçapava|SP
12286020|12286020|Jardim Caçapava|Caçapava|SP
12286210|12286210|Vila Galvão|Caçapava|SP
12289400|12289400|Loteamento Real Park|Caçapava|SP
12295232|12295232|Guamirim|Caçapava|SP
12301611|12301635|Loteamento Villa Branca|Jacareí|SP
12307310|12307380|Parque Itamarati|Jacareí|SP
12307700|12307700|Vila Aprazível|Jacareí|SP
12312370|12312370|Cidade Salvador|Jacareí|SP
12321902|12321902|Jardim Emília|Jacareí|SP
12334441|12334441|Rio Abaixo|Jacareí|SP
12335506|12335506|Jardim Conquista|Jacareí|SP
12340601|12340601|Parque Residencial Jequitibá|Jacareí|SP
12400210|12400210|Centro|Pindamonhangaba|SP
12405100|12405100|Vila Suiça|Pindamonhangaba|SP
12411180|12411180|Jardim Santa Luzia|Pindamonhangaba|SP
12423780|12423780|Alto do Piracuama|Pindamonhangaba|SP
12442440|12442440|Jardim Regina (Moreira César)|Pindamonhangaba|SP
12503710|12503710|Jardim Tamandaré|Guaratinguetá|SP
12503780|12503780|Rocinha|Guaratinguetá|SP
12505220|12505220|Campo do Galvão|Guaratinguetá|SP
12508380|12508380|Parque das Garças|Guaratinguetá|SP
12510510|12510510|Bosque dos Ipês|Guaratinguetá|SP
12511040|12511040|Vila Comendador Rodrigues Alves|Guaratinguetá|SP
12515090|12515090|Pedregulho|Guaratinguetá|SP
12517130|12517130|Parque Residencial Anna Guilhermina Rois Alves|Guaratinguetá|SP
12518290|12518290|Jardim Esperança|Guaratinguetá|SP
12600560|12600560|Centro|Lorena|SP
12602320|12602320|Nova Lorena|Lorena|SP
12606450|12606450|Cruz|Lorena|SP
12609110|12609110|Parque Mondesir|Lorena|SP
12610160|12610160|Vila dos Comerciários I|Lorena|SP
12610205|12610205|Cecap|Lorena|SP
12702065|12702065|Jardim América|Cruzeiro|SP
12712060|12712060|Retiro da Mantiqueira|Cruzeiro|SP
12720630|12720630|Vila Doutor João Batista (Parte Baixa)|Cruzeiro|SP
12721628|12721628|Loteamento Residencial Vista Verde|Cruzeiro|SP
12900430|12900430|Centro|Bragança Paulista|SP
12903391|12903391|Jardins|Bragança Paulista|SP
12908411|12908420|Núcleo Habitacional Padre Aldo Bolini|Bragança Paulista|SP
12912040|12912040|Vila Municipal|Bragança Paulista|SP
12913022|12913022|Residencial das Ilhas|Bragança Paulista|SP
12914300|12914300|Jardim Santa Rita de Cássia|Bragança Paulista|SP
12916180|12916180|Jardim São José|Bragança Paulista|SP
12916397|12916397|Condomínio Residencial e Comercial Fazenda Santa P|Bragança Paulista|SP
12918142|12918142|Parque Residencial Rosa do Sul|Bragança Paulista|SP
12918223|12918223|Condomínio Terras de Santa Cruz|Bragança Paulista|SP
12926332|12926332|Chácaras Luzia Vicente|Bragança Paulista|SP
12940060|12940060|Centro|Atibaia|SP
12940304|12940304|Vila Salles|Atibaia|SP
12942500|12942500|Alvinópolis|Atibaia|SP
12943050|12943380|Jardim Alvinópolis|Atibaia|SP
12944310|12944310|Jardim Roseli|Atibaia|SP
12945120|12945120|Loteamento Loanda|Atibaia|SP
12946715|12946715|Retiro das Fontes|Atibaia|SP
12947262|12947262|Jardim do Lago|Atibaia|SP
12949100|12949100|Jardim Estância Brasil|Atibaia|SP
12952481|12952481|Jardim Sueli|Atibaia|SP
12954414|12954414|Atibaia Belvedere|Atibaia|SP
12954739|12954739|Condomínio Residencial Reserva Ecológica Atibaia|Atibaia|SP
13025240|13025240|Cambuí|Campinas|SP
13032377|13032377|Vila Teixeira|Campinas|SP
13041260|13041260|Jardim Leonor|Campinas|SP
13042846|13042846|Chácaras São Martinho|Campinas|SP
13044000|13044000|Jardim dos Oliveiras|Campinas|SP
13044784|13044784|Núcleo Residencial Bairro da Vitória|Campinas|SP
13049038|13049127|Jardim Monte Cristo/Parque Oziel|Campinas|SP
13049380|13049429|Swiss Park|Campinas|SP
13050035|13050035|Jardim do Lago|Campinas|SP
13050078|13050078|Jardim das Bandeiras|Campinas|SP
13050400|13050400|Cidade Jardim|Campinas|SP
13050730|13050730|Jardim Novo Campos Elíseos|Campinas|SP
13051101|13051101|Jardim das Bandeiras|Campinas|SP
13052510|13052510|Jardim Nova Mercedes|Campinas|SP
13053243|13053243|Vila Palmeiras I|Campinas|SP
13053310|13053310|Jardim São Domingos|Campinas|SP
13054500|13054500|Dic V (Conjunto Habitacional Chico Mendes)|Campinas|SP
13056002|13056002|Jardim Planalto de Viracopos|Campinas|SP
13056193|13056193|Vila Tancredo Neves|Campinas|SP
13056227|13056227|Jardim Adhemar de Barros|Campinas|SP
13057179|13057179|Loteamento Residencial Rosário|Campinas|SP
13057526|13057526|Conjunto Habitacional Vida Nova|Campinas|SP
13058050|13058050|Conjunto Habitacional Parque Itajaí|Campinas|SP
13058149|13058149|Conjunto Residencial Parque São Bento|Campinas|SP
13058169|13058169|Jardim Bassoli|Campinas|SP
13058303|13058303|Loteamento Residencial Novo Mundo|Campinas|SP
13058838|13058838|Chácaras Recanto da Colina Verde|Campinas|SP
13059853|13059853|Jardim Uruguai|Campinas|SP
13060052|13060052|Jardim Campos Elíseos|Campinas|SP
13060272|13060272|Jardim Nova Morada|Campinas|SP
13060755|13060755|Parque Residencial Vila União|Campinas|SP
13061253|13061253|Vila Castelo Branco|Campinas|SP
13064400|13064400|Parque Santa Bárbara|Campinas|SP
13064730|13064730|Parque Fazendinha|Campinas|SP
13068233|13068305|Conjunto Habitacional Padre Anchieta|Campinas|SP
13070090|13070147|Jardim Chapadão|Campinas|SP
13073060|13073060|Vila Nova|Campinas|SP
13075620|13075620|Jardim Nossa Senhora Auxiliadora|Campinas|SP
13082730|13082730|Chácara de Recreio Barão|Campinas|SP
13086708|13086708|Bosque das Palmeiras|Campinas|SP
13087551|13087553|Parque Rural Fazenda Santa Cândida|Campinas|SP
13088135|13088135|Parque São Quirino|Campinas|SP
13092450|13092450|Jardim Bom Retiro|Campinas|SP
13098575|13098575|Loteamento Parque dos Alecrins|Campinas|SP
13098765|13098765|Recanto dos Dourados|Campinas|SP
13099008|13099008|Bananal|Campinas|SP
13104144|13104144|Loteamento Caminhos de São Conrado (Sousas)|Campinas|SP
13106970|13106970|Sousas|Campinas|SP
13107118|13107118|Jardim Sorirama (Sousas)|Campinas|SP
13142486|13142486|Vila Monte Alegre|Paulínia|SP
13145787|13145787|João Aranha|Paulínia|SP
13148066|13148066|Boa Esperança|Paulínia|SP
13174590|13174590|Jardim Paulistano|Sumaré|SP
13176306|13176306|Parque Dante Marmirolli|Sumaré|SP
13177452|13177452|Parque Florença|Sumaré|SP
13178322|13178322|Jardim Viel|Sumaré|SP
13178654|13178654|Jardim Amélia|Sumaré|SP
13179418|13179418|Residencial Parque Pavan|Sumaré|SP
13180171|13180171|Jardim das Oliveiras (Nova Veneza)|Sumaré|SP
13180261|13180261|Jardim Santa Terezinha (Nova Veneza)|Sumaré|SP
13181125|13181125|Jardim Ipiranga (Nova Veneza)|Sumaré|SP
13181660|13181660|Jardim Bom Retiro (Nova Veneza)|Sumaré|SP
13183218|13183218|Vila Real Continuaçao|Hortolândia|SP
13183412|13183412|Loteamento Recanto do Sol|Hortolândia|SP
13183554|13183554|Jardim Nossa Senhora Auxiliadora|Hortolândia|SP
13183855|13183855|Parque Terras de Santa Maria|Hortolândia|SP
13184066|13184066|Residencial Jardim do Jatobá|Hortolândia|SP
13184695|13184695|Jardim Carmen Cristina|Hortolândia|SP
13185022|13185022|Jardim Santa Emília|Hortolândia|SP
13185213|13185213|Jardim Santa Izabel|Hortolândia|SP
13186690|13186690|Jardim Green Park Residence|Hortolândia|SP
13187051|13187051|Jardim Boa Vista|Hortolândia|SP
13205180|13205180|Jardim Santa Gertrudes|Jundiaí|SP
13206510|13206510|Vila Salermo|Jundiaí|SP
13207749|13207749|Bela Vista|Jundiaí|SP
13210888|13210888|Parque Morangaba|Jundiaí|SP
13211000|13211000|Vila Nova Esperia|Jundiaí|SP
13211644|13211644|Retiro|Jundiaí|SP
13212824|13212824|Portal do Medeiros|Jundiaí|SP
13213131|13213131|Jardim das Tulipas|Jundiaí|SP
13213210|13213210|Rio Abaixo|Jundiaí|SP
13218033|13218033|Ponte de São João|Jundiaí|SP
13218300|13218300|Jardim Pacaembu|Jundiaí|SP
13218380|13218380|Vila São João Batista|Jundiaí|SP
13218430|13218430|Vila Aparecida|Jundiaí|SP
13219281|13219281|Jardim Tamoio|Jundiaí|SP
13220070|13220070|Vila Santa Terezinha|Várzea Paulista|SP
13220330|13220330|Jardim São Gonçalo|Várzea Paulista|SP
13221591|13221591|Cidade Nova II|Várzea Paulista|SP
13222281|13222281|Jardim América|Várzea Paulista|SP
13223336|13223336|Residencial Laguna|Várzea Paulista|SP
13224105|13224105|Jardim Paraíso|Várzea Paulista|SP
13225572|13225572|Vila Marajó|Várzea Paulista|SP
13231900|13231900|Jardim Europa|Campo Limpo Paulista|SP
13232445|13232445|Jardim Marcheti|Campo Limpo Paulista|SP
13236060|13236060|Jardim Guanciale|Campo Limpo Paulista|SP
13236221|13236221|Jardim Santa Lúcia|Campo Limpo Paulista|SP
13251280|13251280|Vila Penteado|Itatiba|SP
13251709|13251709|Bairro da Ponte|Itatiba|SP
13252638|13252638|Clube de Campo Fazenda|Itatiba|SP
13253413|13253413|Jardim México|Itatiba|SP
13255290|13255290|Jardim de Lucca|Itatiba|SP
13256140|13256140|Nova Itatiba|Itatiba|SP
13256753|13256753|Núcleo Habitacional Prefeito Erasmo Chrispim|Itatiba|SP
13256970|13256970|Vila Brasileira|Itatiba|SP
13257450|13257450|Jardim Virgínia|Itatiba|SP
13257851|13257851|Recanto dos Pássaros|Itatiba|SP
13257875|13257875|Loteamento Caminhos do Sol|Itatiba|SP
13273157|13273157|Vila Capuava|Valinhos|SP
13275095|13275095|Jardim Santa Rosa|Valinhos|SP
13275728|13275728|Jardim Nova Palmares II|Valinhos|SP
13276030|13276030|Vila Olivo|Valinhos|SP
13279010|13279010|Vale Verde|Valinhos|SP
13301101|13301101|Liberdade|Itu|SP
13301454|13301454|Brasil|Itu|SP
13304631|13304631|Jardim Aeroporto I|Itu|SP
13308262|13308262|Cidade Nova II|Itu|SP
13308584|13308584|Parque Village Castelo|Itu|SP
13310403|13310403|Cruz das Almas|Itu|SP
13310510|13310510|Parque Residencial Guitti|Itu|SP
13312096|13312096|Núcleo Industrial Jardim Porto Seguro|Itu|SP
13312860|13312860|Estância Vila Verde|Itu|SP
13313190|13313190|Vila Mariáh|Itu|SP
13313203|13313212|Vila Bandeirantes|Itu|SP
13315971|13315971|Pinhal|Cabreúva|SP
13320550|13320550|Jardim Três Marias|Salto|SP
13321362|13321362|Bela Vista|Salto|SP
13323591|13323591|Jardim Santa Cruz|Salto|SP
13327482|13327482|Loteamento Santa Edwiges|Salto|SP
13331637|13331637|Jardim Residencial Maria Dulce|Indaiatuba|SP
13332809|13332809|Conjunto Habitacional Residencial Veredas da Conqu|Indaiatuba|SP
13335370|13335370|Vila Maria Helena|Indaiatuba|SP
13337051|13337051|Chácara Polaris|Indaiatuba|SP
13339315|13339315|Vila Furlan|Indaiatuba|SP
13340520|13340520|Vila Florença|Indaiatuba|SP
13341014|13341014|Colinas do Mosteiro de Itaici|Indaiatuba|SP
13341210|13341210|Recanto dos Pássaros|Indaiatuba|SP
13344652|13344652|Jardim Belo Horizonte|Indaiatuba|SP
13346130|13346130|Jardim Tancredo Neves|Indaiatuba|SP
13348410|13348410|Jardim Morada do Sol|Indaiatuba|SP
13348837|13348837|Jardim Residencial Veneza|Indaiatuba|SP
13401816|13401848|Campestre|Piracicaba|SP
13402251|13402251|Jardim Glória|Piracicaba|SP
13402376|13402376|Loteamento Residencial Reserva do Engenho|Piracicaba|SP
13408045|13408045|Jardim Irapuã|Piracicaba|SP
13408131|13408131|Jardim Residencial Javary I|Piracicaba|SP
13417431|13417431|Jardim Elite|Piracicaba|SP
13419285|13419290|Alemães|Piracicaba|SP
13420340|13420340|Morumbi|Piracicaba|SP
13420625|13420625|Piracicamirim|Piracicaba|SP
13420828|13420828|Dois Córregos|Piracicaba|SP
13423282|13423282|Santa Rita|Piracicaba|SP
13425694|13425694|Jardim Alvorada|Piracicaba|SP
13426712|13426712|Chicó|Piracicaba|SP
13432560|13432560|Colinas do Piracicaba (Ártemis)|Piracicaba|SP
13450018|13450018|Centro|Santa Bárbara D'Oeste|SP
13450227|13450227|Vila Pires|Santa Bárbara D'Oeste|SP
13450357|13450357|Jardim São Luiz|Santa Bárbara D'Oeste|SP
13451019|13451019|Jardim Primavera|Santa Bárbara D'Oeste|SP
13453528|13453528|Conjunto Habitacional Trabalhadores|Santa Bárbara D'Oeste|SP
13453744|13453744|Jardim das Orquídeas|Santa Bárbara D'Oeste|SP
13454005|13454005|Loteamento Industrial|Santa Bárbara D'Oeste|SP
13454052|13454052|Cidade Nova II|Santa Bárbara D'Oeste|SP
13454206|13454206|Jardim Pérola|Santa Bárbara D'Oeste|SP
13457003|13457003|Parque Residencial Santa Inês|Santa Bárbara D'Oeste|SP
13457110|13457110|Jardim Santa Rita de Cássia|Santa Bárbara D'Oeste|SP
13457145|13457145|Conjunto Habitacional Francisco de Cillo (INOCOOP)|Santa Bárbara D'Oeste|SP
13458031|13458046|Parque Olaria|Santa Bárbara D'Oeste|SP
13458188|13458188|Conjunto Habitacional Roberto Romano|Santa Bárbara D'Oeste|SP
13465289|13465289|Centro|Americana|SP
13465690|13465690|Jardim Girassol|Americana|SP
13469010|13469010|Vila Louricilda|Americana|SP
13469416|13469425|Jardim São Roque|Americana|SP
13474461|13474461|Jardim Nossa Senhora Aparecida|Americana|SP
13474651|13474651|Antônio Zanaga I|Americana|SP
13475175|13475175|Iate Clube de Americana|Americana|SP
13476010|13476010|São Sebastião|Americana|SP
13476622|13476622|Parque Dom Pedro II|Americana|SP
13478170|13478170|Jardim Santana|Americana|SP
13480223|13480223|Centro|Limeira|SP
13480503|13480503|Jardim São Manoel|Limeira|SP
13481104|13481104|Jardim Santa Eulália|Limeira|SP
13481712|13481712|Jardim Residencial Guimarães|Limeira|SP
13482383|13482384|Jardim Senador Vergueiro|Limeira|SP
13484150|13484150|Jardim Laranjeiras|Limeira|SP
13484312|13484312|Vila Mathias|Limeira|SP
13485355|13485355|Jardim Porto Real|Limeira|SP
13486198|13486198|Jardim Nereide|Limeira|SP
13486321|13486321|Vila Nova|Limeira|SP
13486519|13486519|Residencial Antônio Brigato|Limeira|SP
13487477|13487477|Jardim Residencial e Comercial Alto dos Laranjais|Limeira|SP
13503008|13503008|Jardim São Paulo|Rio Claro|SP
13505030|13505030|Jardim Floridiana|Rio Claro|SP
13506136|13506136|Conjunto Residencial Vila Verde|Rio Claro|SP
13506273|13506273|Residencial Florença|Rio Claro|SP
13506710|13506726|Vila Indaiá|Rio Claro|SP
13560905|13560905|Centro|São Carlos|SP
13565297|13565297|Condomínio Parque Residencial Damha l|São Carlos|SP
13565575|13565575|Residencial Samambaia|São Carlos|SP
13568500|13568600|Jardim Munique|São Carlos|SP
13568640|13568640|Residencial Parque Douradinho|São Carlos|SP
13568780|13568780|Residencial Itamarati|São Carlos|SP
13568801|13568801|Residencial  Astolpho Luiz do Prado|São Carlos|SP
13568825|13568825|Conjunto Habitacional Dom Constantino Amstalden|São Carlos|SP
13570510|13570510|Jardim Mercedes|São Carlos|SP
13571100|13571100|Núcleo Residencial Castelo Branco|São Carlos|SP
13571310|13571310|Jardim Maracanã|São Carlos|SP
13573400|13573400|CEAT|São Carlos|SP
13601342|13601342|Parque Industrial|Araras|SP
13601356|13601356|Vila Dona Rosa Zurita|Araras|SP
13605300|13605300|Chácaras Granja São Francisco|Araras|SP
13606411|13606411|Jardim José Ometto II|Araras|SP
13606603|13606603|Parque Tiradentes|Araras|SP
13606832|13606832|Parque Dom Pedro|Araras|SP
13607251|13607251|Jardim Luiza Maria|Araras|SP
13609510|13609510|Jardim Residencial Flamboyant|Araras|SP
13610360|13610360|Jardim Amália|Leme|SP
13611129|13611129|Jardim São José|Leme|SP
13614300|13614300|Cidade Jardim|Leme|SP
13615270|13615270|Barra Funda|Leme|SP
13615609|13615609|Jardim São Joaquim|Leme|SP
13617732|13617732|Jardim Ana Lúcia|Leme|SP
13617743|13617743|Jardim Jequitibá|Leme|SP
13630105|13631080|Centro|Pirassununga|SP
13632160|13632160|Vila São Pedro|Pirassununga|SP
13632460|13632460|Cidade Jardim|Pirassununga|SP
13634048|13634048|Vila Steola|Pirassununga|SP
13635236|13635236|Parque Clayton Malaman|Pirassununga|SP
13641043|13641043|Jardim Limoeiro|Pirassununga|SP
13732419|13732459|Núcleo Habitacional Nenê Pereira Lima|Mococa|SP
13733049|13733049|Jardim Santa Cecília|Mococa|SP
13735017|13735017|Brás|Mococa|SP
13737120|13737120|Jardim das Figueiras|Mococa|SP
13755000|13755000|-|São Benedito das Areias (Mococa)|SP
13800057|13800057|Centro|Mogi Mirim|SP
13801475|13801475|Vila Bianchi|Mogi Mirim|SP
13803801|13803801|Parque Real|Mogi Mirim|SP
13807490|13807490|Jardim Bi-Centenário|Mogi Mirim|SP
13840121|13840121|Jardim Jacira|Mogi Guaçu|SP
13841150|13841150|Loteamento Cidade Nova Mogi-Guaçu|Mogi Guaçu|SP
13843040|13843040|Vila Maria|Mogi Guaçu|SP
13843229|13843229|Loteamento Morro Amarelo|Mogi Guaçu|SP
13846047|13846047|Jardim Ipê I|Mogi Guaçu|SP
13846124|13846124|Jardim Ipê III|Mogi Guaçu|SP
13847017|13847017|Arruamento Primavera|Mogi Guaçu|SP
13848226|13848226|Jardim Santa Terezinha|Mogi Guaçu|SP
13848443|13848443|Jardim Boa Vista|Mogi Guaçu|SP
13848871|13848871|Jardim Chaparral II|Mogi Guaçu|SP
13871097|13871097|Jardim Santa Rita|São João da Boa Vista|SP
13872467|13872467|Jardim Novo Horizonte|São João da Boa Vista|SP
13873060|13873060|Vila Valentin|São João da Boa Vista|SP
13876604|13876604|Jardim dos Ipês II|São João da Boa Vista|SP
13876842|13876842|Jardim Lucas Teixeira|São João da Boa Vista|SP
13900271|13900271|Centro|Amparo|SP
13901264|13901264|Residencial Paulistano|Amparo|SP
13901400|13901400|Jardim Santa Helena|Amparo|SP
13905467|13905467|Jardim Silvestre I|Amparo|SP
